resets.sent.a2b,resets.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.b2a,rexmt.data.pkts.a2b,outoforder.pkts.a2b,pushed.data.pkts.a2b,max.segm.size.a2b,min.segm.size.a2b,max.win.adv.b2a,avg.win.adv.b2a,max.owin.a2b,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.a2b,data.xmit.time.b2a,idletime.max.a2b,idletime.max.b2a,throughput.b2a,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.full.sz.avg.a2b,post.loss.acks.a2b,rtt.min.last.a2b,rtt.max.last.a2b,rtt.avg.last.a2b,rtt.sdv.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,max.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.stdev.b2a,rtt.full.sz.avg.b2a,triple.dupacks.b2a,max.retr.time.b2a,duplicate.acks.a2b,duplicate.acks.b2a,transfer.datarate
0.0,0.0,13167.0,0.0,1705.0,1809.0,13327.0,1388.0,295.0,38190848.0,27936540.0,10004709.0,3707302.0,5.0,3459607.0,63935.0,0.0,268.5,252.1,0.0,15.3,427.3,220.8,49.2,38.0,1.0,29.9,38.0,38.0,1396.0,166.9,224.1,200.1,16.1,11751.0,44.0,1.0,244.5,510.6,347.94,51.2,0.0,1330.0,1.0,0.3,0.0,0.6,0.0,0.0,11386.0,0.0,98898.331
0.0,0.0,0.0,0.0,0.0,141.0,6811.0,1388.0,295.0,20250496.0,15596530.0,6201589.0,2978245.0,5.0,2873896.0,63935.0,0.0,189.2,234.1,0.0,15.9,436.6,311.7,74.3,35.5,1.0,35.0,35.5,35.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,68540.333
0.0,0.0,1294.0,0.0,378.0,62.0,6972.0,1388.0,12.0,19827328.0,15597106.0,7653437.0,3134302.0,5.0,2966287.0,63935.0,0.0,222.8,254.7,0.0,15.2,368.5,275.9,65.3,29.9,1.0,18.1,29.9,29.9,0.0,0.0,0.0,0.0,0.0,22.0,7.0,1.0,250.1,419.0,309.8,24.22,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,1290.0,0.0,79751.863
0.0,0.0,0.0,0.0,0.0,62.0,6726.0,1388.0,12.0,22635520.0,16562802.0,6395909.0,3011511.0,5.0,2857393.0,63935.0,0.0,246.9,323.2,0.0,19.3,527.3,401.6,110.6,30.3,1.0,30.1,30.3,30.3,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.9,0.0,0.0,0.0,0.0,53595.935
0.0,0.0,0.0,0.0,1.0,175.0,8562.0,1388.0,4.0,8941952.0,7801588.0,6021149.0,2981716.0,5.0,2818202.0,63935.0,0.0,571.2,649.9,0.0,14.1,890.4,657.1,181.5,21.8,1.0,19.8,21.8,21.8,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.9,0.0,0.0,1.0,0.0,31786.072
0.0,0.0,0.0,0.0,0.0,67.0,6440.0,1388.0,4.0,20541184.0,16382074.0,6333449.0,3029646.0,5.0,2846853.0,63935.0,0.0,228.6,259.8,0.0,19.4,478.3,369.9,100.0,25.6,1.0,19.4,25.6,25.6,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,57793.247
0.0,0.0,0.0,0.0,0.0,284.0,6998.0,1388.0,4.0,19761536.0,15314191.0,6008657.0,2883966.0,5.0,2850689.0,63935.0,0.0,185.2,219.3,0.0,18.0,459.2,286.5,59.1,43.5,1.0,29.5,43.5,43.5,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,76343.718
0.0,0.0,984.0,0.0,11.0,0.0,7291.0,1388.0,200.0,20041472.0,17281317.0,6082221.0,2888555.0,5.0,2803134.0,69487.0,0.0,479.6,459.8,0.0,16.1,607.6,335.7,100.5,20.7,1.0,16.1,20.7,20.7,1943.0,0.0,99.1,65.3,44.3,96.0,4.0,1.0,0.0,343.4,121.24,10.82,0.0,35.0,1.0,0.4,0.0,0.6,0.0,0.0,45.0,0.0,63020.058
0.0,0.0,13516.0,0.0,1711.0,1291.0,9092.0,1388.0,295.0,36611840.0,23415480.0,11811885.0,3837276.0,5.0,3841497.0,65323.0,0.0,509.7,462.4,0.0,13.6,407.2,205.3,48.0,27.7,1.0,14.7,27.7,27.7,821.0,92.4,364.4,196.6,59.2,12143.0,54.0,3.0,234.2,844.0,448.06,158.68,0.0,650.0,1.0,0.3,0.0,0.7,0.0,0.0,11422.0,0.0,103521.105
0.0,0.0,0.0,0.0,0.0,237.0,8626.0,1327.0,49.0,14561536.0,11862018.0,4396861.25,2499461.25,5.0,2755435.0,61190.0,0.0,485.0,488.6,0.0,19.2,690.7,513.9,128.4,25.8,1.0,23.8,25.8,25.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,39511.427
0.0,0.0,4909.0,0.0,405.0,39.0,7315.0,1388.0,295.0,12875520.0,10387865.0,8128133.0,3174049.0,5.0,3687500.0,63935.0,0.0,782.5,581.8,0.0,19.5,1074.3,529.8,188.6,42.2,1.0,35.6,42.2,42.2,142.0,160.2,1000.5,943.9,273.1,2006.0,18.0,1.0,726.8,2601.4,1597.16,346.02,0.0,915.0,1.0,0.3,0.0,0.8,0.0,0.0,4691.0,0.0,31595.272
0.0,0.0,0.0,0.0,0.0,193.0,7033.0,1388.0,295.0,16597504.0,15604983.0,5367401.0,2861744.0,5.0,2880631.0,69487.0,0.0,109.6,117.3,0.0,13.4,242.1,189.5,32.9,20.1,1.0,17.9,20.1,20.1,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,114176.186
0.0,0.0,5219.0,0.0,661.0,1018.0,17599.0,1388.0,4.0,34746496.0,29255760.0,7586813.0,2949426.0,5.0,2845717.0,63935.0,0.0,190.8,235.4,0.0,17.8,394.9,172.1,41.8,23.3,1.0,21.3,23.3,23.3,518.0,30.0,201.9,167.7,74.1,5597.0,22.0,1.0,214.6,430.1,286.64,44.5,0.0,700.0,1.0,0.5,0.0,0.7,0.0,0.0,4532.0,0.0,120270.696
0.0,0.0,7345.0,0.0,447.0,1350.0,9436.0,1388.0,295.0,41938560.0,26890185.0,8162833.0,3348685.0,5.0,3197358.0,65323.0,0.0,478.4,547.9,0.0,15.0,1220.1,681.5,322.8,25.0,1.0,15.0,25.0,25.0,621.0,140.7,463.0,431.7,112.1,6959.0,28.0,1.0,458.7,1229.8,654.9,103.58,0.0,800.0,1.0,0.4,0.0,0.5,0.0,0.0,6423.0,0.0,33188.369
0.0,0.0,0.0,0.0,0.0,102.0,6699.0,1388.0,20.0,19190656.0,15759274.0,5900393.0,2981450.0,5.0,2856449.0,69487.0,0.0,178.9,193.0,0.0,19.5,379.0,287.9,59.6,23.0,1.0,21.4,23.0,23.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,74979.066
0.0,0.0,154.0,0.0,6.0,0.0,3748.0,1388.0,88.0,12383488.0,6531409.0,3500701.0,1878158.0,5.0,1984546.0,68099.0,0.0,1900.2,1553.8,0.0,32.1,2264.8,1375.2,594.2,35.6,1.0,32.2,35.6,35.6,2.0,0.0,653.1,646.0,6.1,150.0,5.0,1.0,0.0,824.7,329.1,0.08,3.0,20.0,1.0,0.6,0.0,1.1,0.0,0.0,170.0,3.0,8653.105
0.0,0.0,9355.0,0.0,959.0,1996.0,16026.0,1388.0,295.0,40312576.0,32448436.0,9396765.0,3266667.0,5.0,3248144.0,63935.0,0.0,504.0,750.0,0.0,16.5,761.5,253.6,82.3,503.6,1.0,479.2,503.6,503.5,753.0,169.8,761.5,405.0,193.4,9331.0,27.0,1.0,294.2,884.4,556.94,153.22,0.0,650.0,1.0,0.4,0.0,0.7,0.0,0.0,8399.0,0.0,81279.456
0.0,0.0,0.0,0.0,0.0,0.0,2.0,517.0,0.0,130320.0,130320.0,1036.0,518.0,0.0,0.0,1034.0,0.0,27.5,12.7,0.0,0.0,27.0,27.0,0.0,27.0,1.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,91936.461
0.0,0.0,10005.0,0.0,994.0,986.0,8605.0,1388.0,20.0,39318400.0,32994859.0,10167105.0,3360148.0,5.0,3231141.0,63935.0,0.0,194.5,249.5,0.0,15.1,401.6,224.0,72.8,21.1,1.0,18.0,21.1,21.1,793.0,24.0,199.8,181.2,70.4,9283.0,60.0,1.0,188.4,407.6,305.16,29.84,0.0,955.0,1.0,0.4,0.0,0.8,0.0,0.0,9012.0,0.0,91936.461
0.0,0.0,7643.0,0.0,1503.0,1402.0,13691.0,1388.0,120.0,41451776.0,33901018.0,10271205.0,3606059.0,5.0,3234766.0,65323.0,0.0,220.5,381.1,0.0,16.5,485.1,259.6,60.0,24.4,1.0,20.9,24.4,24.4,543.0,2.1,298.9,267.0,70.8,7011.0,25.0,4.0,51.2,1518.7,518.98,126.32,0.0,1310.0,1.0,0.3,0.0,0.5,0.0,0.0,7332.0,0.0,77624.991
0.0,0.0,0.0,0.0,5.0,271.0,6413.0,1388.0,295.0,32037888.0,28988255.0,6187709.0,3009159.0,5.0,2980874.0,63935.0,0.0,175.5,369.6,0.0,13.3,369.8,216.6,53.6,20.4,1.0,19.3,20.4,20.4,2551.0,75.6,83.7,83.7,0.0,870.0,0.0,1.0,389.4,429.1,397.86,0.0,0.0,25.0,1.0,0.1,0.0,0.8,0.0,0.0,1.0,0.0,100248.598
0.0,0.0,7782.0,0.0,671.0,223.0,9037.0,1388.0,295.0,41941120.0,31765042.0,8284977.0,3487003.0,5.0,3465914.0,63935.0,0.0,626.1,758.2,0.0,22.0,1230.1,383.5,205.5,30.7,1.0,24.1,30.7,30.7,924.0,71.9,848.2,719.7,191.6,7180.0,24.0,3.0,224.2,1922.7,849.46,238.8,0.0,1020.0,1.0,0.4,0.0,0.5,0.0,0.0,7398.0,0.0,44923.711
0.0,0.0,27381.0,0.0,4521.0,4181.0,16996.0,1388.0,295.0,38714112.0,32556992.0,9689633.0,3164255.0,5.0,3606119.0,63935.0,0.0,393.2,478.0,0.0,20.9,614.6,145.2,84.8,29.3,1.0,20.9,29.3,29.3,2382.0,29.5,280.1,142.7,73.5,26352.0,198.0,3.0,220.9,663.3,347.94,97.64,0.0,2275.0,1.0,0.3,0.0,0.6,0.0,0.0,22301.0,0.0,108954.134
0.0,0.0,2974.0,0.0,180.0,496.0,10921.0,1388.0,295.0,38682112.0,31659388.0,5570049.0,2716032.0,5.0,2952426.0,63935.0,0.0,714.6,666.6,0.0,35.2,1060.2,582.7,206.3,44.6,1.0,35.2,44.6,44.6,1487.0,8.5,979.4,951.2,384.7,2621.0,17.0,1.0,594.7,1327.4,703.66,92.22,0.0,180.0,1.0,0.4,0.0,0.6,0.0,0.0,2332.0,0.0,32119.213
0.0,0.0,201.0,0.0,3.0,1799.0,6469.0,1388.0,295.0,37148416.0,33295205.0,8464029.0,3473772.0,5.0,2939320.0,65323.0,0.0,214.3,268.3,0.0,21.5,525.4,238.4,71.0,32.4,1.0,24.3,32.4,32.4,888.0,0.0,0.0,0.0,0.0,14337.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,65.0,8.0,92965.96
0.0,0.0,23641.0,0.0,3120.0,2353.0,7417.0,1388.0,158.0,39432448.0,26450932.0,13802953.0,4448746.0,130.0,4087608.0,65998.0,0.144,444.7,440.0,931.0,24.1,527.4,272.0,83.2,66.4,1.0,24.1,66.4,66.4,882.0,0.0,602.7,223.0,101.7,20343.0,132.0,3.0,0.0,749.1,276.433333333333,81.0833333333333,0.0,1290.0,4.0,0.6,0.5,1.1,0.0,0.0,21272.0,0.0,74105.023
0.0,0.0,1234.0,0.0,108.0,25.0,5304.0,1388.0,295.0,29447680.0,17755987.0,2838465.0,1479962.5,5.0,1621650.0,69487.0,0.0,561.5,744.8,0.0,24.4,1367.4,913.5,405.2,42.6,1.0,27.4,42.6,42.6,4.0,0.0,930.6,912.6,6.1,1165.0,4.0,1.0,0.0,1600.0,453.92,21.5,0.0,485.0,1.0,0.3,0.0,0.8,0.0,0.0,1126.0,0.0,22028.848
0.0,0.0,2629.0,0.0,436.0,0.0,3795.0,1388.0,295.0,13566720.0,10539383.0,5890677.0,2662181.0,5.0,2596651.0,63935.0,0.0,807.5,1612.3,0.0,35.9,2330.3,1169.8,690.0,40.1,1.0,35.9,40.1,40.1,328.0,78.1,1422.4,1416.8,586.3,1382.0,9.0,5.0,62.3,2375.7,1758.22,312.46,0.0,320.0,1.0,0.2,0.0,0.7,0.0,0.0,2562.0,0.0,10615.523
0.0,0.0,0.0,0.0,0.0,62.0,6547.0,1388.0,295.0,36684928.0,31005209.0,6722089.0,3007320.0,5.0,2916066.0,63935.0,0.0,156.2,203.0,0.0,27.3,364.6,265.8,55.0,27.9,1.0,27.5,27.9,27.9,0.0,0.0,0.0,0.0,0.0,13390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,1.0,6.0,81481.251
0.0,0.0,0.0,0.0,0.0,103.0,7659.0,1388.0,4.0,15535360.0,13577752.0,5620017.0,2935428.0,5.0,2874371.0,63935.0,0.0,179.4,209.1,0.0,20.8,621.0,410.1,102.3,27.1,1.0,20.8,27.1,27.1,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,53530.897
0.0,0.0,548.0,0.0,62.0,22.0,6851.0,1388.0,295.0,15788032.0,13358364.0,5037057.0,2628499.0,5.0,2700453.0,63935.0,0.0,353.3,565.0,0.0,18.9,1987.0,1315.2,557.7,35.4,1.0,30.2,35.4,35.4,1129.0,0.0,161.7,117.3,59.2,46.0,6.0,1.0,0.0,668.8,257.82,6.22,0.0,290.0,1.0,0.3,0.0,0.7,0.0,0.0,100.0,0.0,18109.137
0.0,0.0,0.0,0.0,0.0,0.0,6869.0,1388.0,295.0,21356800.0,16872898.0,6787325.0,3228587.0,5.0,2898120.0,63935.0,0.0,250.0,350.3,0.0,21.4,607.7,479.3,126.6,33.3,1.0,24.4,33.3,33.3,0.0,0.0,0.0,0.0,0.0,5503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.7,0.0,0.0,1.0,9.0,46025.842
0.0,0.0,17376.0,0.0,3505.0,2130.0,8785.0,1388.0,4.0,31246464.0,16678511.0,13638493.0,4541121.0,5.0,4040664.0,63935.0,0.0,644.7,734.5,0.0,16.1,628.4,239.7,129.5,22.4,1.0,18.5,22.4,22.4,4297.0,0.6,280.4,102.7,77.0,19158.0,72.0,2.0,129.7,626.8,335.9,93.22,0.0,1150.0,1.0,0.3,0.0,0.7,0.0,0.0,14116.0,3.0,83961.923
0.0,0.0,1111.0,0.0,31.0,433.0,6457.0,1388.0,4.0,32148096.0,20434668.0,7836653.0,3465903.0,5.0,2956298.0,63935.0,0.0,539.0,462.0,0.0,21.0,439.7,214.0,62.3,26.5,1.0,21.0,26.5,26.5,1501.0,0.0,5.8,3.6,1.2,199.0,3.0,1.0,0.0,217.1,43.38,0.04,0.0,140.0,1.0,0.4,0.0,0.8,0.0,0.0,105.0,1.0,103508.022
0.0,0.0,0.0,0.0,0.0,392.0,6478.0,1388.0,4.0,29836032.0,22502458.0,7657601.0,3324827.0,5.0,2998345.0,63935.0,0.0,563.3,374.5,0.0,19.1,430.0,222.1,57.7,19.9,1.0,19.1,19.9,19.9,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.1,0.0,0.0,0.0,0.0,102185.453
0.0,0.0,19137.0,0.0,3553.0,4141.0,15822.0,1388.0,20.0,37472768.0,27547839.0,12002735.0,3014546.25,5.0,4294958.75,65323.0,0.0,657.3,931.6,0.0,15.1,442.3,108.8,87.4,23.4,1.0,19.3,23.4,23.4,1268.0,23.5,343.9,145.8,126.3,18732.0,116.0,3.0,98.5,2026.2,485.24,216.6,0.0,4315.0,1.0,0.2,0.0,0.6,0.0,0.0,16260.0,0.0,99813.978
0.0,0.0,12181.0,0.0,643.0,2833.0,13421.0,1388.0,295.0,40420480.0,29147848.0,6407013.0,2855755.0,5.0,2790765.0,63935.0,0.0,495.4,497.9,0.0,15.7,768.4,334.3,157.2,24.7,1.0,22.7,24.7,24.7,480.0,40.8,337.5,243.4,115.2,13123.0,45.0,2.0,205.6,767.6,289.5,62.52,0.0,195.0,1.0,0.2,0.0,0.6,0.0,0.0,11527.0,0.0,63798.925
0.0,0.0,0.0,0.0,0.0,209.0,6109.0,1388.0,295.0,28752128.0,24536110.0,7284229.0,3029322.0,5.0,2885273.0,63935.0,0.0,153.2,227.9,0.0,18.6,505.8,240.7,82.5,30.8,1.0,27.4,30.8,30.8,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,86530.399
0.0,0.0,17127.0,0.0,3097.0,1126.0,11122.0,1388.0,295.0,36043904.0,24723640.0,10221237.0,4127321.0,5.0,4384652.0,63935.0,0.0,1582.8,1755.6,0.0,16.7,503.4,241.7,94.0,40.8,1.0,40.5,40.8,40.8,2006.0,70.0,337.9,278.5,82.6,12865.0,54.0,2.0,220.3,4616.9,965.52,462.4,0.0,1385.0,1.0,0.5,0.0,1.0,0.0,0.0,15102.0,0.0,84434.915
0.0,0.0,921.0,0.0,10.0,0.0,7477.0,1388.0,295.0,29039104.0,18732752.0,5317433.0,2771703.0,5.0,2918043.0,58383.0,0.0,654.2,849.3,0.0,18.7,1594.1,948.9,457.3,40.8,1.0,27.4,40.8,40.8,626.0,0.0,970.7,970.7,24.1,942.0,2.0,1.0,0.0,1139.3,567.24,27.56,0.0,40.0,1.0,0.3,0.0,0.6,0.0,0.0,914.0,0.0,21895.601
0.0,0.0,0.0,0.0,0.0,68.0,3599.0,1388.0,295.0,10610176.0,8252711.0,3736501.0,2087265.0,5.0,2365033.0,63935.0,0.0,1389.4,2078.9,0.0,17.4,3326.8,1756.6,989.9,47.0,1.0,39.5,47.0,47.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,8054.921
0.0,0.0,0.0,0.0,0.0,335.0,7897.0,1327.0,87.0,16311808.0,14253356.0,4556234.0,2524438.0,5.0,2814938.0,61190.0,0.0,366.8,302.0,0.0,18.8,495.1,358.4,83.8,28.3,1.0,20.9,28.3,28.3,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,57760.659
0.0,0.0,21228.0,0.0,2511.0,3291.0,9389.0,1388.0,4.0,29240064.0,18495119.0,11532897.0,4060577.0,5.0,4406207.0,63935.0,0.0,376.7,373.6,0.0,12.8,627.5,315.1,128.0,21.4,1.0,20.6,21.4,21.4,1274.0,62.1,685.1,294.0,206.4,19982.0,139.0,3.0,220.7,1082.9,541.34,129.9,0.0,2255.0,1.0,0.5,0.0,0.9,0.0,0.0,18358.0,0.0,51965.233
0.0,0.0,2622.0,0.0,1855.0,73.0,8619.0,1388.0,295.0,20358912.0,14595888.0,6252945.0,2888358.0,5.0,2784150.0,66711.0,0.0,750.8,537.1,0.0,17.2,863.7,552.4,239.9,20.8,1.0,19.0,20.8,20.8,677.0,0.6,260.1,200.5,58.8,2319.0,16.0,6.0,61.1,991.4,626.64,242.8,0.0,1205.0,1.0,0.2,0.0,0.6,0.0,0.0,3875.0,0.0,34121.105
0.0,0.0,0.0,0.0,0.0,47.0,7570.0,1388.0,295.0,31085568.0,23544037.0,5620017.0,2958154.0,5.0,2926772.0,63935.0,0.0,258.4,383.6,0.0,20.2,606.7,420.3,104.5,24.4,1.0,20.2,24.4,24.4,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,52855.139
0.0,0.0,0.0,0.0,0.0,112.0,6665.0,1388.0,20.0,24657664.0,23210668.0,5865693.0,2894512.0,5.0,2912806.0,68099.0,0.0,159.3,171.0,0.0,15.3,347.2,261.5,59.0,21.0,1.0,18.4,21.0,21.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.4,0.0,0.0,0.0,0.0,83424.451
0.0,0.0,2879.0,0.0,252.0,1532.0,13443.0,1388.0,32.0,39557504.0,32085775.0,4953777.0,2021266.0,5.0,2135944.0,63935.0,0.0,523.8,404.1,0.0,17.7,816.9,253.6,197.8,31.0,1.0,26.5,31.0,31.0,261.0,0.0,207.0,70.7,77.3,3334.0,36.0,1.0,228.1,431.9,309.92,54.88,0.0,250.0,1.0,0.3,0.0,0.8,0.0,0.0,2386.0,0.0,68012.099
0.0,0.0,2966.0,0.0,558.0,127.0,4857.0,1388.0,295.0,23108608.0,14936905.0,5693581.0,2839668.0,5.0,2849740.0,61159.0,0.0,1115.0,1144.8,0.0,15.6,2227.4,1270.7,802.7,38.3,1.0,37.7,38.3,38.3,2123.0,0.0,512.8,285.5,123.6,1664.0,11.0,7.0,39.6,3016.9,1432.52,404.94,0.0,775.0,1.0,0.7,0.0,1.2,0.0,0.0,2244.0,0.0,10212.296
0.0,0.0,11578.0,0.0,1449.0,2334.0,24743.0,1388.0,295.0,33584000.0,29209149.0,6129413.0,2703726.0,5.0,2749144.0,63935.0,0.0,369.8,367.2,0.0,14.7,472.4,181.2,44.1,21.9,1.0,21.4,21.9,21.9,988.0,29.4,316.4,139.8,105.4,11975.0,117.0,2.0,229.0,616.4,345.8,100.12,0.0,1115.0,1.0,0.6,0.0,0.9,0.0,0.0,10148.0,0.0,104076.305
0.0,0.0,6577.0,0.0,467.0,56.0,9507.0,1388.0,295.0,38963968.0,25845039.0,8866549.0,3448968.0,5.0,3609509.0,63935.0,0.0,258.9,400.0,0.0,15.4,1114.5,506.3,229.6,25.5,1.0,21.3,25.5,25.5,722.0,140.9,819.0,621.4,190.5,6241.0,20.0,1.0,536.6,1428.5,773.96,123.1,0.0,450.0,1.0,0.3,0.0,0.7,0.0,0.0,6112.0,0.0,41294.289
0.0,0.0,3007.0,0.0,123.0,195.0,14457.0,1388.0,88.0,31579648.0,27974909.0,7023285.0,2985502.0,5.0,2923511.0,63935.0,0.0,384.0,509.0,0.0,21.4,689.1,358.0,97.4,31.7,1.0,28.1,31.7,31.7,78.0,28.4,408.0,403.2,93.0,2970.0,6.0,1.0,218.2,718.8,642.64,47.38,0.0,225.0,1.0,0.4,0.0,1.0,0.0,0.0,2889.0,0.0,56154.614
0.0,0.0,9735.0,0.0,1268.0,603.0,7878.0,1388.0,276.0,34983936.0,29041434.0,10759781.0,3698947.0,5.0,3483417.0,63935.0,0.0,203.3,443.6,0.0,19.9,582.5,216.4,48.3,22.6,1.0,19.9,22.6,22.6,1153.0,121.7,237.6,215.8,32.4,8961.0,24.0,1.0,299.8,706.5,470.54,64.94,0.0,735.0,1.0,0.2,0.0,0.7,0.0,0.0,8471.0,0.0,99756.849
0.0,0.0,0.0,0.0,0.0,24.0,6344.0,1388.0,20.0,40694912.0,38278319.0,6792877.0,3103271.0,5.0,2777678.0,68099.0,0.0,396.2,303.8,0.0,19.2,472.2,350.0,102.9,24.1,1.0,19.2,24.1,24.1,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,58759.295
0.0,0.0,1452.0,0.0,401.0,9.0,2272.0,1388.0,295.0,37268352.0,25936036.0,1221445.0,426421.0,5.0,494591.0,66711.0,0.0,451.4,451.3,0.0,20.4,645.5,231.9,97.3,35.0,1.0,20.4,35.0,35.0,34.0,127.2,536.1,409.4,147.2,1199.0,28.0,3.0,331.9,908.8,555.98,133.24,0.0,1095.0,1.0,0.2,0.0,0.6,0.0,0.0,1171.0,0.0,9681.201
0.0,0.0,0.0,0.0,0.0,29.0,6557.0,1388.0,20.0,40481664.0,33704919.0,5833769.0,2893876.0,5.0,2668438.0,63935.0,0.0,358.2,589.9,0.0,18.4,302.6,233.2,51.1,24.6,1.0,21.8,24.6,24.6,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,5.0,5.0,85115.432
0.0,0.0,6982.0,0.0,921.0,233.0,11253.0,1388.0,295.0,41942400.0,35018661.0,9631337.0,3346525.0,5.0,3154490.0,63935.0,0.0,126.7,228.9,0.0,16.0,402.5,184.6,45.8,26.7,1.0,17.7,26.7,26.7,804.0,149.7,197.5,173.2,10.0,6262.0,19.0,1.0,231.2,428.9,321.38,30.54,0.0,585.0,1.0,0.3,0.0,0.7,0.0,0.0,6059.0,0.0,116744.383
0.0,0.0,0.0,0.0,0.0,148.0,6907.0,1388.0,295.0,27493632.0,25481978.0,6433385.0,3024140.0,5.0,2903936.0,63935.0,0.0,111.7,214.2,0.0,15.7,397.3,267.1,65.7,20.3,1.0,17.7,20.3,20.3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,83860.68
0.0,0.0,7093.0,0.0,734.0,502.0,10763.0,1388.0,295.0,34012928.0,26018832.0,8981753.0,3429371.0,5.0,3258673.0,65323.0,0.0,69.6,198.3,0.0,17.5,552.3,289.7,76.3,19.0,1.0,17.5,19.0,19.0,611.0,158.9,299.9,274.3,48.9,7043.0,18.0,1.0,347.2,604.6,450.58,42.1,0.0,615.0,1.0,0.5,0.0,0.8,0.0,0.0,6364.0,0.0,77943.834
0.0,0.0,4.0,0.0,4.0,51.0,8076.0,1388.0,295.0,30629632.0,22487214.0,6041969.0,3037500.0,5.0,2868178.0,65323.0,0.0,391.6,519.0,0.0,18.4,869.0,610.8,175.4,23.0,1.0,18.4,23.0,23.0,61.0,0.0,202.8,202.8,0.0,99.0,1.0,1.0,0.0,918.8,725.62,0.0,0.0,10.0,1.0,0.2,0.0,0.8,0.0,0.0,3.0,0.0,36468.808
