resets.sent.a2b,resets.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.b2a,rexmt.data.pkts.a2b,outoforder.pkts.a2b,pushed.data.pkts.a2b,max.segm.size.a2b,min.segm.size.a2b,max.win.adv.b2a,avg.win.adv.b2a,max.owin.a2b,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.a2b,data.xmit.time.b2a,idletime.max.a2b,idletime.max.b2a,throughput.b2a,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.full.sz.avg.a2b,post.loss.acks.a2b,rtt.min.last.a2b,rtt.max.last.a2b,rtt.avg.last.a2b,rtt.sdv.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,max.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.stdev.b2a,rtt.full.sz.avg.b2a,triple.dupacks.b2a,max.retr.time.b2a,duplicate.acks.a2b,duplicate.acks.b2a,transfer.datarate
0.0,0.0,0.0,0.0,0.0,19.0,8720.0,1388.0,108.0,8824448.0,7841776.0,4777501.0,2686859.0,5.0,2783882.0,63935.0,0.0,515.2,656.6,0.0,16.5,1341.7,851.6,311.7,49.7,1.0,44.2,49.7,49.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.8,0.0,0.0,0.0,0.0,24343.24
0.0,0.0,1835.0,0.0,7.0,73.0,8036.0,1388.0,295.0,29032960.0,16260965.0,5640837.0,2731505.0,5.0,2987653.0,68099.0,0.0,323.0,447.9,0.0,12.2,1517.8,858.8,428.6,16.7,1.0,12.2,16.7,16.7,713.0,0.0,174.3,134.6,0.0,1154.0,6.0,1.0,428.6,1536.2,1091.82,76.66,0.0,15.0,1.0,0.3,0.0,0.8,0.0,0.0,1617.0,0.0,24562.147
0.0,0.0,0.0,0.0,0.0,173.0,6670.0,1388.0,12.0,29883648.0,26604181.0,5713013.0,2951042.0,5.0,2954788.0,63935.0,0.0,163.3,197.0,0.0,19.8,316.8,221.5,41.1,20.8,1.0,19.8,20.8,20.8,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,0.0,0.0,101333.617
0.0,0.0,0.0,0.0,0.0,51.0,6485.0,1388.0,295.0,21101824.0,20184572.0,6183545.0,2941478.0,5.0,2869535.0,66711.0,0.0,106.7,145.8,0.0,11.9,372.6,263.1,62.9,18.6,1.0,11.9,18.6,18.6,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,84031.999
0.0,0.0,0.0,0.0,0.0,267.0,6726.0,1388.0,295.0,32079360.0,25980962.0,5371565.0,2876979.0,5.0,2852745.0,70875.0,0.0,93.9,131.1,0.0,15.0,362.4,237.3,59.2,17.4,1.0,15.0,17.4,17.4,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,92201.37
0.0,0.0,0.0,0.0,0.0,182.0,6707.0,1388.0,295.0,28998272.0,26522529.0,5890677.0,2893787.0,5.0,2828226.0,63935.0,0.0,243.5,256.3,0.0,10.3,393.7,253.8,61.8,20.2,1.0,10.3,20.2,20.2,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,84440.923
0.0,0.0,0.0,0.0,0.0,265.0,6920.0,1388.0,295.0,20692736.0,18167608.0,6244617.0,3213926.0,5.0,2842256.0,70875.0,0.0,214.0,204.0,0.0,14.4,448.4,373.5,85.5,19.2,1.0,14.4,19.2,19.2,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,56340.209
0.0,0.0,3699.0,0.0,463.0,831.0,10005.0,1388.0,4.0,31260928.0,17999215.0,8400181.0,3065610.0,5.0,2990694.0,63935.0,0.0,203.0,212.0,0.0,13.5,381.3,196.3,56.3,18.0,1.0,13.5,18.0,18.0,388.0,161.4,196.4,195.4,11.2,3518.0,5.0,1.0,274.9,487.7,360.58,22.26,0.0,370.0,1.0,0.4,0.0,0.6,0.0,0.0,3238.0,0.0,111941.11
0.0,0.0,0.0,0.0,1.0,231.0,8310.0,1388.0,295.0,19442048.0,17338445.0,5390997.0,2889551.0,5.0,2803976.0,63935.0,0.0,321.2,581.2,0.0,16.4,751.3,511.3,127.1,25.2,1.0,16.4,25.2,25.2,290.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,1.0,0.0,41709.896
0.0,0.0,4016.0,0.0,625.0,217.0,7937.0,1388.0,295.0,35769472.0,23836414.0,7698200.0,3054311.25,5.0,2883906.25,66711.0,0.0,147.2,200.4,0.0,12.6,806.4,267.5,87.6,14.0,1.0,12.6,14.0,14.0,561.0,232.2,263.4,258.3,10.9,3629.0,9.0,1.0,420.9,807.4,571.24,58.24,0.0,320.0,1.0,0.3,0.0,0.7,0.0,0.0,3391.0,0.0,82345.776
0.0,0.0,848.0,0.0,1.0,113.0,7545.0,1388.0,295.0,26075136.0,17927957.0,5957301.0,2966086.0,5.0,2880207.0,68099.0,0.0,285.4,434.5,0.0,12.3,983.2,581.0,224.8,15.3,1.0,12.3,15.3,15.3,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,1003.0,200.58,0.0,0.0,0.0,1.0,0.3,0.0,0.8,0.0,0.0,847.0,0.0,36841.585
0.0,0.0,1276.0,0.0,175.0,203.0,10582.0,1388.0,295.0,31263744.0,27026459.0,5388221.0,2853924.0,5.0,2900649.0,63935.0,0.0,361.2,520.7,0.0,16.8,673.2,354.4,80.1,22.5,1.0,19.4,22.5,22.5,916.0,0.0,427.5,387.3,25.2,911.0,4.0,1.0,0.0,1138.4,430.8,30.18,0.0,860.0,1.0,0.3,0.0,0.7,0.0,0.0,727.0,0.0,58992.142
0.0,0.0,1757.0,0.0,9.0,196.0,7726.0,1388.0,295.0,34777472.0,25759701.0,7807505.0,3631085.0,5.0,2933236.0,63935.0,0.0,377.9,364.1,0.0,22.3,824.2,486.7,165.0,29.7,1.0,23.0,29.7,29.7,6.0,0.0,396.1,387.1,0.0,1794.0,2.0,1.0,0.0,732.7,247.22,13.42,0.0,15.0,1.0,0.2,0.0,1.0,0.0,0.0,1749.0,0.0,47433.215
0.0,0.0,0.0,0.0,0.0,12.0,6802.0,1388.0,295.0,32305792.0,24951997.0,5640837.0,2865313.0,5.0,2874971.0,63935.0,0.0,170.8,153.1,0.0,14.3,337.2,260.7,50.0,16.0,1.0,14.3,16.0,16.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,82856.561
0.0,0.0,0.0,0.0,0.0,24.0,6909.0,1388.0,40.0,11755392.0,10155512.0,6007669.0,2948122.0,5.0,2841436.0,66711.0,0.0,139.7,221.1,0.0,10.8,440.1,332.5,82.9,20.5,1.0,12.4,20.5,20.5,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,63922.655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,1404.0,0.0,0.0,0.0,0.0,0.0,2904129.0,1404.0,0.0,0.0,415.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63922.655
0.0,0.0,1300.0,0.0,204.0,4.0,415.0,1388.0,295.0,16250880.0,7310842.0,884161.0,366404.0,5.0,228182.0,63935.0,0.0,1082.8,1510.3,0.0,12.9,548.7,305.7,154.2,30.4,1.0,28.7,30.4,30.4,75.0,0.0,475.3,223.6,156.1,1220.0,63.0,3.0,227.2,4562.3,936.7,563.62,0.0,355.0,1.0,0.6,0.0,1.0,0.0,0.0,1207.0,0.0,2858.249
0.0,0.0,1318.0,0.0,9.0,376.0,8250.0,1388.0,295.0,34454144.0,20740203.0,7453565.0,3250209.0,5.0,2935918.0,69487.0,0.0,274.2,336.1,0.0,11.0,838.6,426.2,176.8,15.9,1.0,11.0,15.9,15.9,1091.0,0.0,463.8,463.8,0.0,1026.0,4.0,1.0,0.0,869.0,327.14,8.16,0.0,20.0,1.0,0.4,0.0,0.6,0.0,0.0,903.0,0.0,49573.114
0.0,0.0,5340.0,0.0,495.0,1198.0,20502.0,1388.0,295.0,41159808.0,37979984.0,6189097.0,2759436.0,5.0,2947596.0,65323.0,0.0,406.3,395.1,0.0,12.3,566.0,268.0,118.8,22.9,1.0,12.8,22.9,22.9,366.0,89.8,497.2,386.1,185.6,6093.0,21.0,1.0,235.0,705.1,327.74,42.38,0.0,485.0,1.0,0.3,0.0,0.7,0.0,0.0,4846.0,0.0,78027.57
0.0,0.0,17465.0,0.0,3451.0,3011.0,21777.0,1388.0,184.0,41941120.0,34409537.0,8854057.0,3293799.0,5.0,3449064.0,65323.0,0.0,228.4,344.3,0.0,10.6,553.9,176.1,66.4,36.0,1.0,10.6,36.0,36.0,2956.0,0.8,221.0,111.7,48.1,16619.0,89.0,2.0,206.4,686.3,324.64,73.0,0.0,2725.0,1.0,0.2,0.0,0.6,0.0,0.0,12134.0,0.0,117189.792
0.0,0.0,0.0,0.0,0.0,113.0,6895.0,1388.0,20.0,32549888.0,21913161.0,5722729.0,2957163.0,5.0,2905265.0,63935.0,0.0,74.4,114.5,0.0,12.1,225.2,173.0,26.7,32.1,1.0,12.1,32.1,32.1,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,126680.202
0.0,0.0,841.0,0.0,50.0,21.0,5399.0,1388.0,295.0,30393088.0,16175438.0,4756681.0,2471344.0,5.0,2547979.0,63935.0,0.0,1347.7,1376.0,0.0,25.6,1703.3,1287.1,528.3,40.4,1.0,33.1,40.4,40.4,6.0,0.0,1153.7,1153.6,35.6,805.0,6.0,1.0,0.0,821.1,445.7,10.46,0.0,220.0,1.0,0.3,0.0,0.6,0.0,0.0,790.0,0.0,14348.054
0.0,0.0,1628.0,0.0,127.0,12.0,5931.0,1388.0,295.0,35594240.0,19674536.0,5105069.0,2562940.0,5.0,2939642.0,63935.0,0.0,811.8,835.3,0.0,12.9,1749.4,1201.9,459.0,75.9,1.0,73.6,75.9,75.9,13.0,0.0,1572.4,1519.5,90.4,1505.0,6.0,1.0,0.0,1608.1,851.34,82.02,0.0,570.0,1.0,0.3,0.0,0.9,0.0,0.0,1501.0,0.0,16695.757
0.0,0.0,0.0,0.0,0.0,282.0,6771.0,1388.0,295.0,24536960.0,22641357.0,5719953.0,2919956.0,5.0,2864883.0,63935.0,0.0,208.3,223.9,0.0,12.3,363.5,274.4,57.3,21.8,1.0,17.1,21.8,21.8,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,79750.614
0.0,0.0,0.0,0.0,0.0,238.0,6167.0,1388.0,295.0,23188480.0,15906584.0,5935093.0,2935358.0,5.0,2864828.0,63935.0,0.0,102.1,143.2,0.0,15.5,378.2,294.1,74.9,19.0,1.0,15.5,19.0,19.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,74347.725
0.0,0.0,732.0,0.0,17.0,70.0,7605.0,1388.0,295.0,16950784.0,12870044.0,6595781.0,2991030.0,5.0,2798116.0,63935.0,0.0,353.6,382.8,0.0,18.9,720.3,425.4,135.7,20.6,1.0,18.9,20.6,20.6,1071.0,0.0,7.7,6.4,1.1,111.0,5.0,1.0,0.0,271.7,54.32,0.04,0.0,15.0,1.0,0.3,0.0,0.8,0.0,0.0,46.0,0.0,52736.168
0.0,0.0,0.0,0.0,0.0,204.0,7525.0,1388.0,295.0,18179072.0,12704757.0,5520081.0,2931711.0,5.0,2838521.0,63935.0,0.0,273.4,409.5,0.0,19.0,1006.5,554.6,171.0,28.7,1.0,19.0,28.7,28.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,40123.61
0.0,0.0,2201.0,0.0,59.0,267.0,8023.0,1388.0,295.0,37414016.0,22535735.0,5925377.0,2967104.0,5.0,2947675.0,63935.0,0.0,740.1,1346.0,0.0,18.6,1655.7,831.6,380.9,33.3,1.0,21.7,33.3,33.3,772.0,0.0,817.7,808.1,435.9,1856.0,8.0,1.0,1067.2,1824.7,1293.4,41.18,0.0,95.0,1.0,0.3,0.0,0.5,0.0,0.0,1804.0,0.0,24540.385
0.0,0.0,6692.0,0.0,433.0,1154.0,7786.0,1388.0,295.0,40547968.0,35442876.0,9720169.0,3688622.0,5.0,3268319.0,63935.0,0.0,267.3,443.6,0.0,13.3,734.5,357.0,112.8,14.9,1.0,13.3,14.9,14.9,794.0,114.8,394.0,261.0,8.9,7231.0,23.0,2.0,314.0,890.6,506.98,79.22,0.0,55.0,1.0,0.3,0.0,0.7,0.0,0.0,6197.0,0.0,55612.104
0.0,0.0,3.0,0.0,0.0,130.0,7626.0,1388.0,295.0,17228800.0,14191239.0,5617241.0,2998924.0,5.0,2851341.0,63935.0,0.0,322.6,385.3,0.0,16.7,609.6,378.2,131.9,22.2,1.0,21.3,22.2,22.2,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.7,0.0,0.0,2.0,0.0,57277.704
0.0,0.0,0.0,0.0,0.0,486.0,6791.0,1388.0,295.0,24262784.0,22080747.0,6667957.0,3137956.0,5.0,2878151.0,63935.0,0.0,258.2,373.9,0.0,19.6,524.2,371.1,97.6,22.3,1.0,19.6,22.3,22.3,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,58067.674
0.0,0.0,2977.0,0.0,72.0,40.0,6675.0,1388.0,295.0,31531392.0,21498812.0,7926873.0,3579276.0,5.0,3070546.0,63935.0,0.0,322.2,597.8,0.0,14.5,927.1,485.7,236.7,25.5,1.0,20.1,25.5,25.5,5008.0,0.0,147.5,147.5,0.0,346.0,11.0,1.0,0.0,1001.9,631.52,65.42,0.0,20.0,1.0,0.3,0.0,0.6,0.0,0.0,940.0,0.0,45569.329
0.0,0.0,0.0,0.0,0.0,80.0,7965.0,1388.0,104.0,10989568.0,8710815.0,4802485.0,2629928.0,5.0,2730343.0,63935.0,0.0,565.1,722.6,0.0,17.2,1128.0,892.7,257.6,29.9,1.0,28.9,29.9,29.9,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.7,0.0,0.0,0.0,0.0,22745.85
0.0,0.0,21415.0,0.0,3331.0,5215.0,11464.0,1388.0,295.0,41942400.0,36331920.0,8695825.0,3500786.0,5.0,3690777.0,63935.0,0.0,255.8,290.3,0.0,16.2,617.0,303.5,125.1,18.2,1.0,16.2,18.2,18.2,1354.0,24.2,447.7,331.4,143.0,20330.0,154.0,2.0,155.6,778.6,367.5,94.64,0.0,5125.0,1.0,0.4,0.0,0.8,0.0,0.0,16524.0,0.0,74396.282
0.0,0.0,28561.0,0.0,3365.0,3559.0,10470.0,1388.0,295.0,37466752.0,25390824.0,10167105.0,4129165.0,5.0,4267088.0,63935.0,0.0,351.0,416.6,0.0,21.4,666.5,246.9,117.1,28.8,1.0,26.9,28.8,28.8,2017.0,29.9,354.6,243.0,96.4,27319.0,147.0,3.0,214.9,783.2,438.2,138.42,0.0,950.0,1.0,0.5,0.0,1.0,0.0,0.0,24759.0,0.0,76243.336
0.0,0.0,14600.0,0.0,902.0,3695.0,13000.0,1388.0,295.0,41942400.0,36540389.0,7704793.0,2137989.0,5.0,2225334.0,68099.0,0.0,332.2,318.0,0.0,13.9,416.9,172.5,75.5,23.0,1.0,19.3,23.0,23.0,511.0,34.6,351.6,197.5,73.1,15712.0,76.0,2.0,213.6,615.0,335.36,62.78,0.0,445.0,1.0,0.3,0.0,1.1,0.0,0.0,13269.0,0.0,70380.424
0.0,0.0,1530.0,0.0,71.0,143.0,6023.0,1388.0,295.0,29803520.0,15442399.0,5535349.0,2872761.0,5.0,2920636.0,63935.0,0.0,574.9,1537.0,0.0,17.9,2100.8,1104.2,524.8,36.8,1.0,17.9,36.8,36.8,483.0,0.0,1668.5,1624.3,260.1,1364.0,6.0,1.0,0.0,2546.8,1497.72,79.26,0.0,305.0,1.0,0.4,0.0,0.7,0.0,0.0,1422.0,0.0,16666.866
0.0,0.0,0.0,0.0,0.0,123.0,5212.0,1327.0,50.0,20214656.0,13263445.0,3853613.0,2110700.0,5.0,2598875.0,65171.0,0.0,1457.5,1644.3,0.0,27.4,2258.5,1461.6,700.0,29.8,1.0,27.4,29.8,29.7,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.7,0.0,1.1,0.0,0.0,0.0,2.0,12028.757
0.0,0.0,0.0,0.0,0.0,4.0,7125.0,1388.0,295.0,15701504.0,13996279.0,5375729.0,2808792.0,5.0,2709195.0,63935.0,0.0,761.2,785.7,0.0,14.1,1515.5,1078.1,388.3,32.1,1.0,30.9,32.1,32.1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,19555.83
0.0,0.0,1174.0,0.0,144.0,31.0,9948.0,1388.0,112.0,33050368.0,27086895.0,5250809.0,2899134.0,5.0,2900067.0,68099.0,0.0,407.9,437.9,0.0,16.3,700.5,421.9,113.7,23.1,1.0,16.3,23.1,23.1,3.0,0.0,536.5,494.6,59.8,1062.0,3.0,1.0,0.0,1130.3,418.84,79.48,0.0,705.0,1.0,0.3,0.0,0.4,0.0,0.0,1031.0,0.0,50754.223
0.0,0.0,8801.0,0.0,1015.0,1941.0,11133.0,1388.0,292.0,41941120.0,35979334.0,7833877.0,3084539.0,5.0,3200638.0,70875.0,0.0,325.3,437.5,0.0,12.2,649.3,261.5,124.9,13.1,1.0,12.2,13.1,13.1,859.0,86.2,334.4,303.1,130.2,8228.0,76.0,1.0,211.8,694.1,465.42,104.22,0.0,655.0,1.0,0.3,0.0,0.7,0.0,0.0,7321.0,0.0,75182.445
0.0,0.0,4785.0,0.0,588.0,175.0,6673.0,1388.0,96.0,32137344.0,19393830.0,7450789.0,3424709.0,5.0,4465625.0,63935.0,0.0,1176.6,1175.9,0.0,14.9,1399.1,855.5,468.7,16.3,1.0,14.9,16.3,16.3,527.0,13.0,1176.4,842.2,245.6,3550.0,24.0,9.0,27.3,5680.7,1984.22,934.26,1.0,540.0,1.0,0.2,0.0,0.3,0.0,0.0,5249.0,0.0,22531.365
0.0,0.0,0.0,0.0,0.0,31.0,6788.0,1388.0,4.0,16800384.0,12864647.0,6287193.0,2973687.0,5.0,2872754.0,66711.0,0.0,178.3,213.1,0.0,11.6,343.6,243.1,43.9,14.8,1.0,11.6,14.8,14.8,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,89147.77
0.0,0.0,0.0,0.0,0.0,12.0,8538.0,1388.0,295.0,10538624.0,9592206.0,5264689.0,2773539.0,5.0,2763935.0,63935.0,0.0,430.2,540.1,0.0,18.4,815.8,657.2,170.7,22.7,1.0,18.4,22.7,22.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,31460.904
0.0,0.0,0.0,0.0,0.0,11.0,7782.0,1388.0,295.0,28857472.0,23523656.0,6402849.0,3151712.0,5.0,2843445.0,66711.0,0.0,298.7,337.2,0.0,10.6,791.4,570.8,154.2,18.2,1.0,10.6,18.2,18.2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,37991.642
0.0,0.0,642.0,0.0,658.0,0.0,787.0,1327.0,230.0,5553536.0,3936425.0,644927.0,384176.0,5.0,376416.0,61190.0,0.0,964.5,1226.3,0.0,17.1,953.3,529.1,186.0,28.0,1.0,24.4,28.0,28.0,23.0,180.2,821.9,630.6,201.2,110.0,15.0,3.0,804.8,5653.8,2032.74,648.74,0.0,2315.0,1.0,0.3,0.0,0.7,0.0,0.0,203.0,0.0,2144.864
0.0,0.0,0.0,0.0,0.0,59.0,7057.0,1388.0,295.0,16078848.0,14708454.0,5982285.0,2969237.0,5.0,2873079.0,66711.0,0.0,219.2,236.8,0.0,13.7,553.4,432.7,130.8,18.1,1.0,13.7,18.1,18.1,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.7,0.0,0.0,0.0,0.0,51302.166
0.0,0.0,2690.0,0.0,1489.0,23.0,7347.0,1388.0,295.0,33707264.0,11527294.0,5508977.0,2728880.0,5.0,3029441.0,63935.0,0.0,507.1,802.6,0.0,21.6,1334.6,808.1,352.0,33.2,1.0,24.6,33.2,33.2,1180.0,0.8,872.8,724.3,133.9,2405.0,17.0,4.0,30.0,2267.7,1234.34,325.66,0.0,2540.0,1.0,0.4,0.0,0.7,0.0,0.0,2912.0,0.0,21342.952
0.0,0.0,145.0,0.0,15.0,21.0,8526.0,1388.0,295.0,24848384.0,21629214.0,5639449.0,2950679.0,5.0,2802053.0,65323.0,0.0,377.6,574.2,0.0,16.4,1138.9,628.0,207.0,18.9,1.0,16.4,18.9,18.9,777.0,0.0,605.5,586.2,14.9,159.0,1.0,1.0,0.0,1258.4,233.92,9.64,0.0,50.0,1.0,0.3,0.0,0.8,0.0,0.0,135.0,0.0,33918.061
0.0,0.0,0.0,0.0,0.0,0.0,5868.0,1388.0,295.0,11248000.0,7876494.0,4727533.0,2491968.0,5.0,2665955.0,65323.0,0.0,607.6,979.1,0.0,14.5,1780.2,1319.5,551.0,29.3,1.0,14.5,29.3,29.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,14838.216
0.0,0.0,0.0,0.0,0.0,253.0,7626.0,1388.0,20.0,23581568.0,18664821.0,6116921.0,3057643.0,5.0,2856092.0,63935.0,0.0,273.5,318.1,0.0,17.6,709.1,508.0,141.6,33.2,1.0,29.1,33.2,33.2,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,42264.63
0.0,0.0,0.0,0.0,0.0,161.0,7371.0,1388.0,4.0,12613248.0,10587214.0,5760205.0,2918144.0,5.0,2881745.0,63935.0,0.0,427.0,381.4,0.0,17.5,570.4,476.6,126.1,48.5,1.0,42.9,48.5,48.5,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.2,0.0,0.0,0.0,0.0,45282.211
0.0,0.0,3313.0,0.0,188.0,0.0,7638.0,1388.0,295.0,28339456.0,16743672.0,8259993.0,3533941.0,5.0,3600165.0,63935.0,0.0,803.3,792.3,0.0,18.9,1926.5,761.6,486.7,25.9,1.0,25.0,25.9,25.9,421.0,0.0,1850.4,1763.7,415.9,2174.0,7.0,1.0,0.0,2504.5,1114.1,248.44,0.0,800.0,1.0,0.6,0.0,1.0,0.0,0.0,3095.0,0.0,28105.91
0.0,0.0,0.0,0.0,1.0,0.0,8517.0,1388.0,164.0,8450560.0,7517279.0,5232765.0,2798233.0,5.0,2747787.0,63935.0,0.0,427.6,758.1,0.0,13.0,1130.8,887.6,308.9,13.7,1.0,13.0,13.7,13.7,343.0,0.0,58.2,58.2,0.0,3.0,0.0,1.0,0.0,821.5,164.28,0.0,0.0,5.0,1.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,23604.943
0.0,0.0,0.0,0.0,0.0,43.0,7540.0,1388.0,295.0,26451840.0,22399706.0,6291809.0,3073758.0,5.0,2754403.0,63935.0,0.0,222.5,219.8,0.0,23.1,658.9,501.0,135.2,28.4,1.0,23.1,28.4,28.4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,41814.591
0.0,0.0,2633.0,0.0,991.0,17.0,3861.0,1388.0,295.0,26027136.0,15993020.0,3778141.0,1720874.0,5.0,1988841.0,63935.0,0.0,2415.7,3042.4,0.0,12.2,1323.0,617.1,293.7,41.2,1.0,34.9,41.2,41.2,38.0,237.8,1865.3,1130.5,487.8,2206.0,13.0,3.0,460.0,3076.4,1427.38,425.68,0.0,1750.0,1.0,0.5,0.0,0.8,0.0,0.0,2234.0,0.0,11917.864
0.0,0.0,3567.0,0.0,369.0,88.0,11423.0,1388.0,8.0,41484160.0,34763874.0,8155893.0,3247302.0,5.0,3007560.0,63935.0,0.0,123.4,225.2,0.0,13.1,395.7,239.4,56.6,16.1,1.0,13.1,16.1,16.1,304.0,207.6,245.1,228.3,10.7,3304.0,6.0,1.0,275.4,422.1,330.2,20.26,0.0,325.0,1.0,0.2,0.0,0.7,0.0,0.0,3203.0,0.0,91466.92
0.0,0.0,0.0,0.0,1.0,28.0,7918.0,1388.0,295.0,12337024.0,11350223.0,4559585.0,2649991.0,5.0,2736065.0,63935.0,0.0,501.4,906.4,0.0,13.7,1220.1,889.3,334.1,27.5,1.0,26.8,27.5,27.5,407.0,0.0,8.3,8.3,0.0,26.0,0.0,1.0,0.0,1072.0,214.38,0.0,0.0,5.0,1.0,0.6,0.0,0.8,0.0,0.0,1.0,0.0,23354.984
0.0,0.0,2.0,0.0,2.0,101.0,6664.0,1388.0,295.0,22209280.0,17283752.0,4810813.0,2631312.0,5.0,2716529.0,63935.0,0.0,814.1,906.5,0.0,19.9,2091.1,1095.8,491.9,34.8,1.0,29.4,34.8,34.8,882.0,0.0,16.0,16.0,0.0,13.0,0.0,1.0,0.0,858.1,171.6,0.0,0.0,5.0,1.0,0.4,0.0,0.7,0.0,0.0,3.0,0.0,17695.117
