resets.sent.a2b,pure.acks.sent.a2b,sack.pkts.sent.a2b,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,dsack.pkts.sent.b2a,actual.data.pkts.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.a2b,outoforder.pkts.b2a,pushed.data.pkts.a2b,pushed.data.pkts.b2a,max.segm.size.a2b,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,avg.segm.size.a2b,avg.segm.size.b2a,max.win.adv.a2b,max.win.adv.b2a,min.win.adv.a2b,avg.win.adv.a2b,avg.win.adv.b2a,max.owin.a2b,max.owin.b2a,min.non.zero.owin.a2b,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.a2b,initial.window.bytes.b2a,initial.window.pkts.a2b,initial.window.pkts.b2a,truncated.data.a2b,truncated.data.b2a,truncated.packets.b2a,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.a2b,idletime.max.b2a,throughput.a2b,throughput.b2a,rtt.samples.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.full.sz.avg.a2b,post.loss.acks.a2b,rtt.min.last.a2b,rtt.max.last.a2b,rtt.avg.last.a2b,rtt.sdv.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,max.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,syn.pkts.sent.a2b,fin.pkts.sent.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.max.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,fin.pkts.sent.b2a,duplicate.acks.a2b,duplicate.acks.b2a,transfer.datarate
10.0,551.0,0.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,2.0,94.0,616.0,517.0,11104.0,31.0,31.0,315.8,2126.9,4007936.0,759808.0,6553600.0,2454427.0,757908.0,6871.0,125907.777777778,10.0,10.0,2339.0,35363.0,1487.0,5170.0,56328.0,10.0,26.0,10824.0,3346284.0,622.0,0.396,0.935,238.0,243.0,75030.0,4309791.0,24.0,19.2,72.9,41.6,15.1,50.6,2.0,20.9,50.6,50.6,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,477.0,0.1,4.2,0.6,0.6,0.6,1.0,0.2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,2.0,7951.7
0.0,199.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,1388.0,65236.0,38.0,38.0,208.0,12305.0,3144704.0,57600.0,65536.0,2080138.0,48113.0,2038.0,111041.0,1.0,1.0,120.0,16081.0,173.0,517.0,3216.0,1.0,1.0,5213.0,2862157.0,235.0,2.91,2.908,763.0,822.6,1861.0,957701.0,20.0,52.2,102.4,76.7,21.7,52.2,1.0,52.2,52.2,52.2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,199.0,0.1,2.9,0.5,0.5,0.3,1.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8127.347
0.0,7.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,64.0,0.0,0.0,4.0,6.0,1136.0,2048.0,64.0,64.0,687.0,772.0,78848.0,65536.0,65536.0,72797.0,65536.0,1201.0,3105.0,1.0,1.0,257.0,951.0,368.0,517.0,3104.0,1.0,2.0,2548.0,4357.0,6.0,1.297,1.451,969.0,1120.7,1823.0,3029.0,4.0,25.3,151.0,63.4,59.6,25.3,1.0,25.3,25.3,25.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.4,1.0,0.7,0.2,0.5,1.0,0.5,0.5,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3506.064
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196605.0,0.0,589815.0,196605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,14842.0,528000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.064
0.0,189.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,69.0,190.0,1388.0,15268.0,31.0,31.0,193.0,3394.0,2738176.0,223744.0,589824.0,1220339.0,213280.0,8109.0,98450.0,3.0,3.0,985.0,14947.0,638.0,1551.0,13604.0,3.0,6.0,12913.0,1244528.0,193.0,2.95,2.978,1288.1,1317.9,17014.0,614493.0,28.0,17.7,67.0,36.8,10.2,34.5,1.0,21.3,34.5,34.5,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,166.0,0.1,45.8,0.6,3.5,0.4,1.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4033.077
0.0,454.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,1.0,11.0,69.0,441.0,517.0,8328.0,31.0,5.0,186.888888888889,2186.0,4296704.0,686336.0,5308416.0,2178453.0,683956.0,5122.0,67552.5,9.0,9.0,829.0,26184.0,1406.0,4717.0,25254.0,10.0,11.0,10309.0,1786510.0,447.0,1.277,1.657,512.4,534.9,39643.0,2320310.0,19.0,18.8,70.5,38.4,21.4,38.6,1.0,19.1,38.6,38.6,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,252.0,0.1,42.5,0.7,2.8,0.9,1.0,0.1,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10173.128
0.0,393.0,1.0,1.0,1.0,1.0,406.0,1.0,35.0,697.0,0.0,1.0,88.0,396.0,729.0,5552.0,31.0,31.0,205.625,1584.875,2615296.0,708096.0,4194304.0,1478183.0,703969.0,6542.0,66021.0,8.0,8.0,1541.0,14807.0,2065.0,4136.0,32919.0,8.0,14.0,11584.0,961053.0,406.0,0.561,0.914,235.1,427.7,51793.0,1552831.0,18.0,18.0,220.1,134.0,89.5,220.1,1.0,18.7,220.1,220.1,0.0,0.0,144.9,144.9,0.0,25.0,0.0,1.0,0.0,66.8,8.35,0.0,8.0,0.0,8.0,298.0,0.1,2.8,0.5,0.6,0.3,1.0,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,5510.8
0.0,237.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,2.0,26.0,32.0,1388.0,65236.0,38.0,38.0,208.0,10995.0,3144704.0,61440.0,65536.0,2186973.0,49944.0,3107.0,92997.0,1.0,1.0,112.0,12824.0,166.0,517.0,3216.0,1.0,1.0,5213.0,2857615.0,263.0,2.462,2.466,775.9,831.5,2174.0,1118968.0,15.0,53.4,97.9,64.5,12.6,53.4,1.0,53.4,53.4,53.4,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,237.0,0.1,7.1,0.5,0.7,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9647.509
0.0,34.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,517.0,2776.0,0.0,0.0,238.333333333333,730.0,344063.0,134655.0,589821.0,234153.0,133919.0,1127.0,8329.0,2.0,1.0,355.0,2884.0,541.5,1034.0,5552.0,2.0,2.0,1570.0,66891.0,32.0,0.416,0.439,307.5,286.5,44587.5,214888.5,8.0,0.0,30.2,24.7,3.3,22.3,1.0,0.0,22.3,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,0.0,1.9,0.5,0.4,0.3,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5667.894
0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1388.0,2048.0,64.0,27.0,635.0,915.0,78848.0,65536.0,65536.0,72789.0,65536.0,1784.0,3105.0,1.0,1.0,517.0,765.0,696.0,517.0,3104.0,1.0,2.0,3469.0,4298.0,5.0,0.711,0.87,480.0,525.1,4084.0,4904.0,6.0,24.4,103.2,47.2,28.4,33.8,1.0,33.8,33.8,33.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.3,0.8,0.5,0.2,0.3,1.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3724.135
0.0,13.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,1056.0,0.0,0.0,10.0,10.0,1133.0,2048.0,64.0,876.0,560.0,1303.33333333333,227328.0,196608.0,589824.0,212423.0,196608.0,4041.0,8259.0,3.0,3.0,1041.0,3076.0,3161.0,1551.0,8256.0,3.0,5.0,4417.0,11596.0,10.0,0.037,0.193,150.2,120.7,25419.0,54787.0,4.0,21.2,91.0,46.7,32.3,23.4,1.0,21.2,23.4,23.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.3,0.5,0.4,0.1,0.5,1.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3724.135
0.0,400.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,1.0,64.0,397.0,1388.0,5552.0,31.0,31.0,191.0,2061.66666666667,2717696.0,227840.0,589824.0,1268561.0,220673.0,5207.0,39402.0,3.0,3.0,714.0,8028.0,774.0,1551.0,12353.0,3.0,5.0,11609.0,1201287.0,402.0,1.305,0.758,518.3,518.5,22204.0,1155045.0,29.0,20.3,53.7,31.4,10.9,27.3,1.0,21.4,27.3,27.3,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,374.0,0.0,0.8,0.2,0.1,0.3,1.0,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3988.873
0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,517.0,2776.0,31.0,31.0,198.0,910.0,80896.0,67840.0,65536.0,76141.0,67560.0,603.0,4862.0,1.0,1.0,111.0,999.0,265.0,517.0,4861.0,1.0,2.0,975.0,6096.0,7.0,0.139,0.087,52.1,74.3,5735.0,30755.0,5.0,31.9,51.9,39.0,7.6,36.3,1.0,36.3,36.3,36.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.2,0.5,0.3,0.1,0.2,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3508.374
0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,517.0,1935.0,31.0,31.0,247.5,734.5,149504.0,131072.0,262144.0,141165.0,131072.0,1203.0,3874.0,2.0,2.0,331.0,1221.0,483.0,1034.0,3872.0,2.0,3.0,1405.0,4525.0,8.0,0.083,0.093,33.4,53.1,13518.0,37779.0,5.0,25.6,29.4,28.0,1.5,26.7,2.0,26.3,28.3,27.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.2,0.7,0.4,0.2,0.5,2.0,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,8325.299
0.0,37.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,517.0,2776.0,31.0,31.0,192.0,1298.33333333333,314368.0,203520.0,589824.0,252507.0,202430.0,1708.0,14164.0,3.0,3.0,483.0,4128.0,719.0,1551.0,14161.0,3.0,6.0,2824.0,53256.0,34.0,0.151,0.097,55.0,55.1,16038.0,240525.0,7.0,33.7,54.1,45.8,5.9,54.1,1.0,33.7,54.1,54.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,0.1,0.9,0.6,0.3,0.8,1.0,0.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8979.635
14.0,915.0,0.0,0.0,0.0,0.0,942.0,0.0,0.0,0.0,0.0,50.0,114.0,897.0,1388.0,40252.0,31.0,24.0,275.823529411765,2631.11764705882,9127936.0,1169920.0,18939904.0,4378079.0,1165872.0,22641.0,380793.0,17.0,17.0,2516.0,83299.0,3370.0,8789.0,93104.0,17.0,42.0,27675.0,4680517.0,939.0,0.738,0.762,167.9,207.1,99161.0,10118034.0,25.0,19.3,70.1,66.1,9.0,65.9,2.0,21.6,65.9,65.9,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,376.0,0.1,48.3,1.3,2.9,1.7,1.0,0.2,1.7,1.7,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,5.0,9.0,5855.2
0.0,195.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,2.0,26.0,39.0,1388.0,65236.0,38.0,38.0,208.0,13325.0,4040704.0,58624.0,65536.0,2640079.0,49757.0,3107.0,65237.0,1.0,1.0,137.0,16212.0,150.0,517.0,3216.0,1.0,1.0,5213.0,2864919.0,217.0,2.325,2.328,730.1,789.0,2292.0,1179367.0,16.0,53.6,100.0,66.9,12.7,56.9,1.0,56.9,56.9,56.9,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,0.1,4.2,0.4,0.5,0.4,1.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10277.858
0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1388.0,2048.0,64.0,426.0,634.0,1136.0,78848.0,65536.0,65536.0,72517.0,65536.0,1782.0,2049.0,1.0,1.0,563.0,506.0,623.0,517.0,2048.0,1.0,1.0,3463.0,4266.0,4.0,0.692,0.836,481.4,537.2,4277.0,5107.0,6.0,23.2,76.3,43.7,21.7,23.2,1.0,23.2,23.2,23.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.2,1.3,0.5,0.4,0.4,1.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3848.281
0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1133.0,2048.0,64.0,876.0,560.0,1326.0,227328.0,196608.0,589824.0,212224.0,196608.0,4041.0,9315.0,3.0,3.0,901.0,3417.0,3088.0,1551.0,9312.0,3.0,6.0,4417.0,10680.0,9.0,0.047,0.193,183.3,142.9,22722.0,48584.0,4.0,24.0,90.2,49.6,28.8,25.3,1.0,24.0,25.3,25.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.2,0.5,0.4,0.1,0.5,1.0,0.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3848.281
0.0,424.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,1.0,60.0,419.0,1388.0,5552.0,31.0,31.0,196.666666666667,1929.33333333333,2737152.0,227328.0,589824.0,1292028.0,221966.0,5935.0,27664.0,3.0,3.0,847.0,6975.0,718.0,1551.0,12352.0,3.0,5.0,11690.0,1207396.0,429.0,1.482,1.484,474.7,497.3,18873.0,980577.0,24.0,21.9,65.2,36.9,11.2,34.7,1.0,25.0,34.7,34.7,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,397.0,0.1,41.7,0.3,2.1,0.3,1.0,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3977.419
0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,517.0,2776.0,31.0,31.0,198.0,910.0,80896.0,67840.0,65536.0,76141.0,67374.0,603.0,4863.0,1.0,1.0,211.0,909.0,243.0,517.0,4862.0,1.0,2.0,975.0,6097.0,7.0,0.114,0.066,42.7,42.6,6289.0,33728.0,7.0,30.8,41.9,37.2,3.9,37.1,1.0,37.1,37.1,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.1,0.3,0.2,0.0,0.2,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1984.2
2.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,517.0,1936.0,31.0,31.0,360.5,1158.0,143360.0,131072.0,262144.0,111478.0,131072.0,1203.0,3873.0,2.0,2.0,594.0,1665.0,531.0,1034.0,3871.0,2.0,2.0,1405.0,4717.0,9.0,0.064,0.068,37.9,35.9,15611.0,46382.0,6.0,21.3,35.1,28.4,5.3,30.5,2.0,21.3,30.5,26.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,0.2,1.1,0.5,0.3,0.3,1.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4484.8
0.0,68.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,517.0,2776.0,31.0,31.0,193.0,2566.0,412672.0,67840.0,65536.0,222789.0,67781.0,578.0,6197.0,1.0,1.0,27.0,2829.0,161.0,517.0,4503.0,1.0,2.0,950.0,164969.0,67.0,0.243,0.187,52.5,62.4,3479.0,514005.0,6.0,40.4,48.0,45.6,2.8,44.5,1.0,44.5,44.5,44.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,0.1,1.0,0.2,0.1,0.3,1.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8650.67
21.0,1559.0,10.0,15.0,10.0,15.0,1606.0,14.0,5335.0,8407.0,0.0,75.0,222.0,1554.0,1388.0,41640.0,31.0,5.0,312.296296296296,2306.33333333333,11197440.0,2010880.0,47775744.0,5711825.0,2001825.0,29198.0,472465.730769231,27.0,27.0,4296.0,95452.0,5184.0,13959.0,126447.0,27.0,53.0,44884.0,5256676.0,1602.0,3.583,8.59,4962.7,4962.3,114705.0,4104327.0,26.0,18.0,800.1,295.2,437.3,800.1,2.0,18.0,800.1,544.5,5.0,0.0,161.3,161.3,0.0,53.0,1.0,3.0,0.0,480.0,63.162962962963,28.1296296296296,27.0,13.0,189.0,578.0,0.0,43.0,1.1,4.5,0.5,1.0,0.1,0.5,0.5,3.0,0.0,0.7,0.7,0.0,51.0,2.0,1.0,0.0,69.6,4.81111111111111,0.0,29.0,12.0,19.0,19.0,5446.9
0.0,243.0,0.0,1.0,0.0,1.0,247.0,0.0,87.0,0.0,0.0,1.0,27.0,35.0,1388.0,65236.0,38.0,38.0,203.0,11708.0,5816320.0,58624.0,65536.0,2561401.0,49443.0,3107.0,152681.0,1.0,1.0,111.0,26615.0,188.0,517.0,3216.0,1.0,1.0,5301.0,2861239.0,247.0,2.556,2.527,790.6,896.1,2075.0,1068024.0,16.0,55.5,208.1,102.8,54.2,60.6,1.0,60.6,60.6,60.6,0.0,34.0,34.0,34.0,0.0,11.0,0.0,1.0,173.3,173.3,173.3,0.0,1.0,0.0,1.0,242.0,0.1,3.0,0.4,0.4,0.6,1.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9397.179
0.0,15.0,1.0,0.0,1.0,0.0,13.0,1.0,0.0,27.0,0.0,0.0,10.0,13.0,1132.0,2776.0,31.0,27.0,441.5,836.0,159744.0,133376.0,262144.0,148938.0,132910.0,1791.0,7968.0,2.0,2.0,474.0,1857.0,609.0,1034.0,7966.0,2.0,4.0,3513.0,10388.0,13.0,1.063,1.197,799.0,960.3,7310.0,31233.0,7.0,21.8,160.5,57.1,68.9,81.1,1.0,21.8,81.1,81.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.2,1.7,0.9,0.5,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3992.776
0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1133.0,2048.0,64.0,876.0,545.0,1326.0,227328.0,196608.0,589824.0,211968.0,196608.0,3362.0,9315.0,3.0,3.0,731.0,3618.0,1558.0,1551.0,9312.0,3.0,6.0,3878.0,10680.0,9.0,0.052,0.178,183.9,140.5,13209.0,32021.0,3.0,24.7,182.8,80.9,88.4,182.8,1.0,142.3,182.8,182.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.3,1.3,0.6,0.4,1.3,1.0,0.7,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3992.776
0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,517.0,2776.0,31.0,31.0,196.0,910.0,80896.0,67840.0,65536.0,76141.0,67560.0,593.0,4862.0,1.0,1.0,111.0,999.0,172.0,517.0,4861.0,1.0,2.0,965.0,6094.0,7.0,0.137,0.064,193.5,62.2,3227.0,17444.0,5.0,33.2,192.9,73.6,67.5,192.9,1.0,192.9,192.9,192.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.1,0.7,0.4,0.2,0.6,1.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4007.781
2.0,39.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,517.0,2776.0,31.0,31.0,358.0,2252.5,310272.0,135680.0,262144.0,175899.0,135364.0,1339.0,15610.0,2.0,2.0,459.0,6596.0,421.0,1034.0,9006.0,2.0,4.0,1570.0,87431.0,40.0,0.132,0.147,44.3,41.3,10930.0,368280.0,8.0,25.4,66.8,46.2,13.7,34.7,2.0,25.4,35.8,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,38.0,0.1,41.3,1.4,6.6,0.4,1.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3561.024
0.0,76.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,71.0,517.0,4164.0,31.0,31.0,191.0,1723.5,495616.0,135680.0,262144.0,293740.0,135133.0,1127.0,11390.0,2.0,2.0,218.0,4068.0,469.0,1034.0,8951.0,2.0,5.0,1871.0,171571.0,74.0,0.178,0.131,51.0,40.0,10692.0,728620.0,6.0,29.6,45.6,39.1,3.6,36.5,1.0,34.8,36.5,36.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,67.0,0.1,0.5,0.3,0.1,0.5,1.0,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10275.436
0.0,59.0,1.0,0.0,1.0,0.0,58.0,1.0,0.0,1275.0,0.0,0.0,7.0,56.0,517.0,8328.0,31.0,31.0,202.0,3972.0,531456.0,69120.0,65536.0,248087.0,68384.0,622.0,42666.0,1.0,1.0,80.0,8244.0,32.0,517.0,5552.0,1.0,2.0,1214.0,223420.0,58.0,1.579,1.643,1387.8,1536.6,841.0,135882.0,8.0,20.4,148.6,41.3,44.1,21.4,1.0,21.4,21.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.1,1.4,0.5,0.4,0.2,1.0,0.2,0.2,0.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.0,1.0,0.0,0.0,1.0,5420.4
