total.packets.a2b,resets.sent.a2b,resets.sent.b2a,dsack.pkts.sent.a2b,rexmt.data.pkts.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,min.segm.size.b2a,avg.win.adv.b2a,max.owin.b2a,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,wavg.owin.b2a,initial.window.bytes.b2a,initial.window.pkts.b2a,data.xmit.time.a2b,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.min.last.a2b,rtt.avg.last.a2b,max.retrans.a2b,max.retr.time.a2b,rtt.samples.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,duplicate.acks.a2b,duplicate.acks.b2a,abs.uplinkdelay.75,abs.downlinkdeltadelay.25,abs.downlinkdeltadelay.50,abs.uplinkdeltadelay.25,abs.uplinkdeltadelay.50,abs.uplinkdeltadelay.avg,abs.uplinkdeltadelay.75,abs.rtt.min,abs.winratio.max,abs.radiobuffer.min,abs.idletime.50,abs.idletime.75,abs.idletime.max,abs.segmentsizes.max,abs.pushevents.sum,abs.instanttp.min,abs.rtoevents.sum,abs.theoricalmaxtp.avg,transfer.datarate
15168.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,11114175.0,5.0,5.0,652545.0,0.0,684967.5,26064.0,8.0,0.0,160.0,22.5,29.8,29.1,0.0,28.5,1.0,25.2,28.5,0.0,0.0,0.0,0.0,3161.0,48.1,0.5,1.6,0.5,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,6328.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,110.0,128.0,4.0,5.0,5.78670501461242,7.0,21.0,0.482733718487395,0.0,0.0,0.0,50.9999999994761,65160.0,13188.0,8e-05,0.0,862.644521704747,824214.334
15842.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,325120.0,11784457.0,5.0,5.0,572725.0,5.0,581088.0,21720.0,7.0,0.0,159.0,22.6,61.1,42.7,0.0,24.4,1.0,22.6,24.4,0.0,0.0,0.0,0.0,3257.0,47.8,0.4,1.7,0.7,1.0,0.2,0.7,2.0,0.0,0.0,0.0,0.0,6925.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,28.0,13.0,113.0,123.0,4.0,6.0,6.60967571842868,8.0,21.0,0.442223708549033,0.0,0.0,0.0,190.999999998894,65160.0,14385.0,8e-05,0.0,886.677147662119,834004.305
11600.0,17.0,0.0,0.0,0.0,0.0,0.0,54.0,325120.0,6903493.0,5.0,5.0,549107.0,0.0,537445.0,70952.0,10.0,0.0,160.0,12.0,17.4,15.9,0.0,17.2,1.0,12.0,17.2,0.0,0.0,0.0,0.0,2393.0,46.0,0.5,2.2,0.4,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,5485.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,12.0,160.0,175.0,3.0,5.0,5.62790425469655,7.0,12.0,0.584677893923722,0.0,0.0,0.999999996565748,36.0000000000582,65160.0,10749.0,8e-05,0.0,667.214367654157,627936.84
14481.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,6480757.0,5.0,5.0,504002.0,0.0,537608.0,91224.0,18.0,0.0,160.0,14.8,35.7,27.5,0.0,35.7,1.0,22.9,35.7,0.0,0.0,0.0,0.0,3009.0,46.3,0.4,1.6,1.1,1.0,0.3,1.1,0.0,0.0,0.0,0.0,0.0,5924.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,12.0,128.0,141.0,7.0,8.0,8.67100499070359,9.0,13.0,0.442715709855441,0.0,0.0,0.999999996565748,25.0000000014552,65160.0,12728.0,8e-05,0.0,843.250076236148,805928.583
17333.0,126.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,14475786.0,5.0,5.0,650455.0,0.0,713685.0,37648.0,9.0,0.0,155.0,15.4,28.2,23.8,0.0,20.0,1.0,15.7,20.0,0.0,0.0,0.0,0.0,3461.0,47.4,0.4,1.4,0.5,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,6786.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,11.0,104.0,119.0,5.0,6.0,6.42280694552769,8.0,13.0,0.682400576084941,0.0,0.0,0.0,19.0000000002328,65160.0,14928.0,8e-05,0.0,990.103849505991,910910.083
22272.0,78.0,0.0,0.0,0.0,0.0,0.0,72.0,325120.0,5672770.0,5.0,5.0,169441.0,0.0,250980.0,37648.0,6.0,0.0,160.0,13.3,39.3,34.5,0.0,39.3,1.0,35.8,39.3,0.0,0.0,0.0,0.0,4473.0,40.4,0.5,0.7,0.7,1.0,0.2,0.7,75.0,0.0,0.0,0.0,0.0,8996.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,181.0,15.0,37.0,44.0,13.0,15.0,15.5597775118844,17.0,14.0,0.31497220863482,0.0,0.0,0.0,199.99999999709,34752.0,27879.0,0.00016,0.0,401.986759723853,316495.283
18234.0,112.0,0.0,171.0,171.0,0.0,863008.0,27.0,325120.0,2558481.66666667,5.0,5.0,151341.25,0.0,191028.333333333,81088.0,14.0,0.0,160.0,15.0,26.9,22.3,0.0,19.9,1.0,15.0,19.9,0.0,0.0,0.0,0.0,3637.0,9.8,0.6,0.6,0.3,1.0,0.2,0.3,5.0,0.0,0.0,0.0,0.0,6862.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,167.0,15.0,6.0,9.0,5.0,7.0,8.78753884024051,10.0,11.0,0.227260608522414,0.0,0.0,0.0,1557.0000000007,27512.0,21427.0,8e-05,142.0,527.93431118338,304215.542
8179.0,56.0,0.0,0.0,0.0,0.0,0.0,80.0,325120.0,6652861.0,5.0,5.0,377106.0,3.0,561996.0,50680.0,18.0,0.0,157.0,21.8,40.4,32.7,0.0,25.3,1.0,21.8,25.3,0.0,0.0,0.0,0.0,2003.0,44.9,0.5,1.7,0.7,1.0,0.2,0.7,1.0,0.0,0.0,0.0,0.0,5808.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,59.0,14.0,408.0,448.0,4.0,6.0,6.96471846044191,9.0,21.0,0.600113134418846,0.0,0.0,0.999999996565748,31.9999999992433,39096.0,11573.0,8e-05,0.0,223.860604035015,216133.11
13522.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,325120.0,8850646.0,5.0,5.0,593594.0,1.0,615607.0,39096.0,7.0,0.0,160.0,13.4,44.8,31.5,0.0,18.2,1.0,13.4,18.2,0.0,0.0,0.0,0.0,2775.0,45.6,0.5,1.9,0.4,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,6185.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,12.0,136.0,146.0,3.0,5.0,5.60801013941698,7.0,14.0,0.841877445999059,0.0,0.0,0.999999996565748,18.0000000036671,65160.0,12115.0,8e-05,0.0,793.62912409932,754585.494
11322.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,325120.0,7845821.0,5.0,5.0,504839.0,0.0,467409.0,30408.0,7.0,0.0,160.0,23.9,28.5,28.5,0.0,28.5,1.0,24.2,28.5,0.0,0.0,0.0,0.0,2339.0,45.8,0.5,2.1,0.5,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,4733.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,19.0,156.0,175.0,13.0,15.0,15.5409008784499,17.0,20.0,0.517431017287234,0.0,0.0,0.999999996565748,57.0000000006985,65160.0,10297.0,8e-05,0.0,589.256093554101,562954.586
10491.0,49.0,0.0,72.0,76.0,0.0,392584.0,176.0,325120.0,14138575.0,5.0,5.0,755116.0,0.0,622060.0,57920.0,13.0,0.0,155.0,12.8,29.4,28.4,0.0,27.4,1.0,12.8,27.4,0.0,0.0,0.0,0.0,2193.0,47.8,0.6,2.4,0.3,1.0,0.2,0.3,11.0,0.0,0.1,0.1,0.0,5571.0,8.0,1.0,0.0,263.7,63.72,0.0,5.0,1.0,165.0,14.0,203.0,248.0,4.0,7.0,7.48674230552247,9.0,13.0,0.651838800514558,0.0,0.0,0.0,294.999999998254,65160.0,11660.0,8e-05,4.0,478.299215492717,396712.664
11541.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,325120.0,6555764.0,5.0,5.0,461352.0,0.0,490419.0,33304.0,8.0,0.0,160.0,18.5,28.8,25.0,0.0,23.0,1.0,18.5,23.0,0.0,0.0,0.0,0.0,2360.0,58.1,0.5,1.8,0.6,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,4281.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,14.0,177.0,193.0,5.0,6.0,7.03053242493061,9.0,18.0,0.641418286867205,0.0,0.0,0.999999996565748,35.0000000034925,65160.0,10093.0,8e-05,0.0,611.212168135708,581261.579
18493.0,133.0,0.0,0.0,0.0,0.0,0.0,34.0,325120.0,9271923.75,5.0,5.0,274983.0,4.0,408123.75,23168.0,8.0,0.0,155.0,30.4,54.0,47.0,0.0,54.0,1.0,45.7,54.0,0.0,0.0,0.0,0.0,3592.0,43.0,0.5,1.0,1.4,1.0,0.4,1.4,50.0,0.0,0.0,0.0,0.0,10217.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,238.0,18.0,21.0,28.0,3.0,4.0,5.64418621230484,7.0,25.0,0.553805445457369,0.0,0.0,0.0,201.000000000931,40544.0,25797.0,8e-05,0.0,326.098479774717,230124.608
10922.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,325120.0,6681349.0,5.0,5.0,412190.0,3.0,467654.0,21720.0,6.0,0.0,160.0,18.7,43.5,32.6,0.0,27.8,1.0,18.7,27.8,0.0,0.0,0.0,0.0,2306.0,47.6,0.5,2.2,0.4,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,4363.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,13.0,202.0,219.0,4.0,6.0,6.43174229031624,8.0,18.0,0.772205417114015,0.0,0.0,0.999999996565748,26.0000000052969,65160.0,10215.0,8e-05,0.0,545.164651248573,513549.71
8870.0,0.0,0.0,77.0,78.0,0.0,563648.0,16.0,325120.0,10731595.0,5.0,5.0,682774.0,14.0,606725.0,11584.0,5.0,0.0,155.0,36.0,125.5,100.9,0.0,82.5,1.0,73.8,82.5,0.0,0.0,0.0,0.0,2219.0,46.9,0.6,1.8,1.0,1.0,0.3,1.0,26.0,0.0,0.0,0.0,0.0,4871.0,14.0,3.0,0.0,411.4,30.86,47.5,5.0,0.0,312.0,25.0,315.0,347.0,14.0,17.0,17.3599881314443,20.0,27.0,1.75291963204119,0.0,0.0,0.999999996565748,239.999999997963,49232.0,10859.0,0.00016,19.0,289.263899530317,256448.041
8274.0,25.0,0.0,0.0,0.0,0.0,0.0,176.0,325120.0,2509117.0,5.0,5.0,247557.0,2.0,226798.0,37648.0,10.0,0.0,160.0,27.2,39.4,33.8,0.0,35.1,1.0,27.6,35.1,0.0,0.0,0.0,0.0,1716.0,47.4,0.6,2.2,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,3369.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,16.0,390.0,430.5,5.0,8.0,8.43444026018487,11.0,27.0,0.432651012596485,0.0,0.0,1.00000000384171,23.0000000010477,44888.0,9285.0,8e-05,0.0,246.938239944046,253397.627
10063.0,13.0,0.0,1.0,1.0,0.0,1448.0,71.0,325120.0,7076695.0,5.0,5.0,340712.0,3.0,484154.0,28960.0,8.0,0.0,160.0,22.4,47.2,34.8,0.0,47.2,1.0,34.7,47.2,0.0,0.0,0.0,0.0,2251.0,42.5,0.4,1.4,0.9,1.0,0.3,0.9,2.0,0.0,0.0,0.0,0.0,4621.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,105.0,16.0,332.0,399.0,6.0,8.0,9.2338339162038,11.0,23.0,0.858906498212867,0.0,0.0,0.0,23.9999999976135,50680.0,12240.0,0.00016,0.0,247.614382764703,229193.601
8461.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,325120.0,2952115.0,5.0,5.0,258183.0,5.0,230552.5,28960.0,10.0,0.0,160.0,37.0,47.8,46.2,0.0,47.8,1.0,37.0,47.8,0.0,0.0,0.0,0.0,1779.0,43.0,0.6,1.9,1.2,1.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,2942.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,303.0,348.0,7.0,10.0,11.6132829658262,13.0,31.0,0.957434334957743,0.0,0.0,0.999999996565748,163.000000000466,50680.0,8914.0,0.00016,0.0,265.226322226139,266142.874
9679.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,325120.0,3730437.0,5.0,5.0,310182.0,5.0,271745.0,26064.0,9.0,0.0,160.0,26.8,50.5,39.4,0.0,38.0,1.0,26.8,38.0,0.0,0.0,0.0,0.0,1985.0,41.2,0.4,1.0,0.5,1.0,0.2,0.5,5.0,0.0,0.0,0.0,0.0,4060.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,16.0,256.0,297.0,5.0,8.0,8.69780778164925,11.0,25.0,2.0754913171956,0.0,0.0,0.999999996565748,182.000000000698,60816.0,10628.0,8e-05,0.0,368.094161250864,348538.275
11568.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,8660581.0,5.0,5.0,490435.0,0.0,509821.0,30408.0,7.0,0.0,160.0,20.9,37.2,32.5,0.0,37.2,1.0,33.4,37.2,0.0,0.0,0.0,0.0,2372.0,44.8,0.5,2.0,0.6,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,4637.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,167.0,188.0,3.0,5.0,5.5379672536299,7.0,24.0,0.478764259010736,0.0,0.0,0.999999996565748,45.0000000055297,65160.0,10308.0,8e-05,0.0,592.753670328461,564445.144
12376.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,6526061.0,5.0,5.0,459535.0,0.0,483499.0,56472.0,13.0,0.0,160.0,18.0,26.7,23.0,0.0,21.2,1.0,18.0,21.2,0.0,0.0,0.0,0.0,2593.0,47.5,0.5,1.8,0.8,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,4699.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,157.0,172.0,5.0,7.0,7.29074193359489,9.0,18.0,0.557267211294416,0.0,0.0,0.999999996565748,22.000000004482,65160.0,10854.0,0.00016,0.0,631.258141786417,612314.97
12218.0,39.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,8031831.25,5.0,5.0,594730.0,0.0,606450.0,40544.0,9.0,0.0,155.0,12.6,23.7,21.5,0.0,19.4,1.0,12.6,19.4,0.0,0.0,0.0,0.0,2496.0,43.5,0.4,1.6,0.4,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,5621.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,13.0,153.0,165.0,7.0,9.0,9.35176076020123,11.0,13.0,0.601453239011466,0.0,0.0,0.999999996565748,33.000000003085,65160.0,11125.0,8e-05,0.0,695.887243679687,662793.205
7400.0,4.0,0.0,14.0,14.0,0.0,22152.0,302.0,325120.0,10551873.0,5.0,5.0,711464.0,8.0,1113989.0,26064.0,6.0,0.0,150.0,14.2,82.3,55.3,0.0,28.4,1.0,19.6,28.4,0.0,0.0,0.0,0.0,1484.0,44.8,0.5,1.7,0.8,1.0,0.2,0.8,20.0,0.0,0.0,0.0,0.0,4316.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,317.0,15.0,391.0,566.0,4.0,5.0,8.03446461457511,8.0,20.0,0.435625608885983,0.0,0.0,0.999999996565748,407.999999995809,3299155.0,9548.0,8e-05,6.0,197.950925840498,168192.616
48516.0,168.0,0.0,20.0,19.0,0.0,27512.0,176.0,325120.0,15623925.0,5.0,5.0,689732.5,0.0,769445.0,41992.0,13.0,0.0,160.0,12.7,30.4,22.8,0.0,15.5,1.0,12.7,15.5,0.0,0.0,0.0,0.0,7626.0,233.5,0.9,4.6,0.4,1.0,0.2,0.4,7055.0,0.0,0.0,0.0,0.0,31142.0,274.0,1.0,0.0,0.6,0.12,0.0,5.0,10.0,9177.0,15.0,7.0,11.0,8.0,9.0,10.7786740496857,12.0,10.0,0.487120981236939,0.0,0.0,0.0,381.000000001222,390960.0,18622.0,8e-05,16.0,495.385955602153,247105.933
12640.0,168.0,0.0,4.0,7.0,0.0,4939.0,16.0,325120.0,17774609.0,7.0,5.0,1008550.0,0.0,726789.0,91224.0,17.0,0.0,155.0,12.1,23.1,19.2,0.0,17.1,1.0,12.1,17.1,0.0,0.0,0.0,0.0,2554.0,12.3,0.4,0.5,0.4,1.0,0.3,0.4,13.0,0.0,0.0,0.0,0.0,9145.0,15.0,1.0,0.0,8.0,1.6,0.0,8.0,3.0,372.0,16.0,118.0,190.0,15.0,18.0,18.239852398524,21.0,13.0,0.369991399476432,0.0,0.0,0.0,201.000000000931,558928.0,18302.0,0.00016,3.0,516.249616129414,303595.781
12893.0,122.0,0.0,69.0,72.0,0.0,153224.0,25.0,325120.0,15975094.0,5.0,5.0,867059.0,0.0,1074792.0,39096.0,7.0,0.0,160.0,12.2,25.0,20.4,0.0,15.8,1.0,12.2,15.8,0.0,0.0,0.0,0.0,2630.0,44.6,1.5,4.9,0.8,1.0,0.3,0.8,109.0,0.0,0.2,0.2,0.0,9364.0,25.0,1.0,0.0,228.3,46.04,0.0,5.0,3.0,562.0,18.0,97.0,130.0,10.0,12.0,13.9075115207373,16.0,13.0,0.488764167159368,0.0,0.0,0.0,259.000000001834,196928.0,17981.0,0.00016,34.0,581.749173912842,338316.691
10932.0,6.0,0.0,0.0,0.0,0.0,0.0,39.0,325120.0,5085253.0,5.0,5.0,380295.0,0.0,326115.0,30408.0,7.0,0.0,158.0,24.5,32.9,30.0,0.0,32.9,1.0,28.4,32.9,0.0,0.0,0.0,0.0,2247.0,46.5,0.5,2.2,1.3,1.0,0.7,1.3,0.0,0.0,0.0,0.0,0.0,4240.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,16.0,208.0,222.0,6.0,8.0,8.76898755022726,11.0,18.0,0.454542790506574,0.0,0.0,1.00000000020373,23.0000000010477,65160.0,10426.0,8e-05,0.0,497.311774431666,506424.491
12167.0,5.0,0.0,6.0,6.0,0.0,30408.0,176.0,325120.0,6839310.0,5.0,5.0,452075.0,0.0,460003.75,46336.0,10.0,0.0,160.0,13.7,28.1,21.3,0.0,17.0,1.0,13.7,17.0,0.0,0.0,0.0,0.0,2494.0,47.3,0.5,1.9,0.7,1.0,0.3,0.7,8.0,0.0,0.1,0.1,0.0,4627.0,0.0,1.0,0.0,0.1,0.02,0.0,5.0,0.0,8.0,13.0,153.0,178.0,4.0,6.0,8.06139673105498,9.0,14.0,0.4337943664831,0.0,0.0,0.0,293.99999999805,65160.0,10338.0,0.00016,1.0,689.286298816104,617891.693
10128.0,6.0,0.0,11.0,11.0,0.0,33304.0,16.0,325120.0,4608333.0,5.0,5.0,361206.0,0.0,325155.0,39096.0,9.0,0.0,160.0,20.2,30.4,29.7,0.0,29.1,1.0,21.1,29.1,0.0,0.0,0.0,0.0,2095.0,47.1,0.5,2.0,0.7,1.0,0.3,0.7,7.0,0.0,0.3,0.3,0.0,4435.0,3.0,1.0,0.0,0.1,0.02,0.0,5.0,2.0,13.0,12.0,204.0,254.0,3.0,5.0,5.60427697173898,7.0,16.0,0.440978667024862,0.0,0.0,1.00000000020373,189.99999999869,65160.0,10433.0,0.00032,0.0,428.143681743804,391456.497
15160.0,66.0,0.0,3.0,6.0,0.0,8688.0,167.0,325120.0,15814421.0,5.0,5.0,798080.0,0.0,839998.0,63712.0,11.0,0.0,155.0,10.7,23.6,17.3,0.0,11.4,1.0,10.7,11.4,0.0,0.0,0.0,0.0,3141.0,43.4,0.7,2.3,0.6,1.0,0.3,0.6,8.0,0.0,0.0,0.0,0.0,6749.0,4.0,1.0,0.0,23.1,9.04,0.0,5.0,0.0,96.0,11.0,117.0,132.0,20.0,21.0,21.8634322888034,23.0,12.0,0.456356520216234,0.0,0.0,0.0,294.999999998254,65160.0,13437.0,0.00032,0.0,939.274172182195,837112.71
10615.0,41.0,0.0,0.0,0.0,0.0,0.0,35.0,325120.0,5566613.0,5.0,5.0,389177.0,0.0,348017.0,36200.0,6.0,0.0,160.0,11.8,18.0,17.2,0.0,16.5,1.0,11.8,16.5,0.0,0.0,0.0,0.0,2192.0,47.3,0.4,1.4,0.6,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,4793.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,11.0,192.0,247.0,4.0,5.0,5.63886550540698,6.0,12.0,0.450771931009328,0.0,0.0,0.999999996565748,31.9999999992433,65160.0,11136.0,0.00016,0.0,493.879354955621,490005.037
11196.0,30.0,0.0,3.0,3.0,0.0,1128.0,107.0,325120.0,6734538.0,5.0,5.0,444253.0,7.0,394328.0,24616.0,5.0,0.0,157.0,14.9,95.7,60.9,0.0,27.2,1.0,21.5,27.2,0.0,0.0,0.0,0.0,2329.0,47.8,0.5,2.5,0.7,1.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,4287.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,11.0,182.0,197.0,3.0,4.0,5.07369432874079,6.0,13.0,0.447330807076699,0.0,0.0,0.999999996565748,24.0000000048894,65160.0,10346.0,0.00016,0.0,564.463364807926,567084.241
10892.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,6086728.0,5.0,5.0,407961.0,0.0,346766.0,26064.0,9.0,0.0,160.0,24.4,35.6,32.5,0.0,35.6,1.0,33.3,35.6,0.0,0.0,0.0,0.0,2272.0,47.4,0.4,1.5,1.2,1.0,0.5,1.2,0.0,0.0,0.0,0.0,0.0,4602.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,11.0,185.0,226.0,3.0,4.0,4.69623274416204,6.0,15.0,0.492957338507709,0.0,0.0,0.999999996565748,29.0000000022701,65160.0,10726.0,0.0004,0.0,525.25201314929,519522.529
13499.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,325120.0,9010953.0,5.0,5.0,572331.0,0.0,539859.0,40544.0,7.0,0.0,160.0,13.1,26.1,20.4,0.0,14.7,1.0,13.1,14.7,0.0,0.0,0.0,0.0,2901.0,46.4,0.4,1.1,1.1,1.0,0.3,1.1,1.0,0.0,0.0,0.0,0.0,5996.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,15.0,135.0,145.0,7.0,9.0,9.12197240674502,11.0,14.0,0.442963278540507,0.0,0.0,0.999999996565748,22.000000004482,65160.0,12223.0,8e-05,0.0,777.899412931677,764793.681
16394.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,14707189.0,5.0,5.0,806193.0,0.0,911386.0,39096.0,9.0,0.0,157.0,19.5,23.4,22.7,0.0,22.3,1.0,19.5,22.3,0.0,0.0,0.0,0.0,3428.0,47.2,0.5,1.8,0.7,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,9315.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,15.0,93.0,104.0,5.0,7.0,7.55446314071426,10.0,20.0,0.45015295384815,0.0,0.0,0.0,29.0000000022701,65160.0,15907.0,8e-05,0.0,1040.20722670077,997355.793
17987.0,76.0,0.0,0.0,0.0,0.0,0.0,54.0,325120.0,9074213.0,5.0,5.0,612298.0,5.0,686362.0,75296.0,26.0,0.0,155.0,30.0,35.3,33.1,0.0,35.3,1.0,35.1,35.3,0.0,0.0,0.0,0.0,3669.0,47.7,0.4,1.5,1.0,1.0,0.7,1.0,2.0,0.0,0.0,0.0,0.0,8030.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,20.0,95.0,105.0,12.0,14.0,14.6063988951548,16.0,18.0,0.437838438011282,0.0,0.0,0.0,46.9999999986612,65160.0,15766.0,0.0004,0.0,1046.51206289326,990898.906
10985.0,0.0,0.0,13.0,13.0,0.0,70952.0,41.0,325120.0,14753383.0,5.0,5.0,748904.0,3.0,897623.0,20272.0,5.0,0.0,160.0,21.9,52.8,42.8,0.0,32.8,1.0,27.3,32.8,0.0,0.0,0.0,0.0,2546.0,44.3,0.5,1.4,1.2,1.0,0.5,1.2,31.0,0.0,0.0,0.0,0.0,6164.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,335.0,18.0,49.0,85.0,4.0,6.0,9.84544189704192,11.0,20.0,0.923541446933443,0.0,0.0,0.0,275.999999998021,628432.0,14507.0,8e-05,4.0,338.669767397604,196837.709
16603.0,96.0,0.0,4.0,5.0,0.0,6168.0,3.0,325120.0,17041904.0,5.0,5.0,690008.0,0.0,442865.0,78192.0,19.0,0.0,160.0,21.7,30.9,30.3,0.0,30.9,1.0,27.1,30.9,0.0,0.0,0.0,0.0,3534.0,43.5,0.3,1.1,0.7,1.0,0.3,0.7,31.0,0.0,0.0,0.0,0.0,8622.0,22.0,1.0,0.0,62.2,12.44,0.0,5.0,1.0,347.0,18.0,29.0,41.0,7.0,9.0,10.7988878591288,13.0,16.0,0.487644738679679,0.0,0.0,0.0,201.000000000931,405440.0,20632.0,0.00024,2.0,809.466331651416,426844.429
15203.0,18.0,0.0,1.0,1.0,0.0,376.0,54.0,325120.0,10048349.0,5.0,5.0,695129.0,0.0,694574.0,60816.0,11.0,0.0,160.0,12.4,22.3,18.5,0.0,15.9,1.0,12.4,15.9,0.0,0.0,0.0,0.0,3173.0,48.2,0.4,1.5,0.7,1.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,7406.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,12.0,114.0,126.0,14.0,15.0,15.5555702625193,17.0,14.0,0.43285300325171,0.0,0.0,0.0,28.9999999949941,65160.0,13968.0,8e-05,0.0,930.41172872347,900123.614
10955.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,325120.0,6083956.0,5.0,5.0,438545.0,0.0,479881.0,39096.0,9.0,0.0,160.0,14.2,24.4,19.8,0.0,16.6,1.0,14.2,16.6,0.0,0.0,0.0,0.0,2413.0,48.2,0.5,2.0,0.7,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,4086.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,15.0,188.0,204.0,4.0,7.0,7.37985889243876,10.0,14.0,0.437334810798022,0.0,0.0,0.999999996565748,59.9999999976717,65160.0,9729.0,0.00016,0.0,564.406912401921,555836.031
