total.packets.a2b,resets.sent.a2b,resets.sent.b2a,dsack.pkts.sent.a2b,rexmt.data.pkts.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,min.segm.size.b2a,avg.win.adv.b2a,max.owin.b2a,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,wavg.owin.b2a,initial.window.bytes.b2a,initial.window.pkts.b2a,data.xmit.time.a2b,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.min.last.a2b,rtt.avg.last.a2b,max.retrans.a2b,max.retr.time.a2b,rtt.samples.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,duplicate.acks.a2b,duplicate.acks.b2a,abs.uplinkdelay.75,abs.downlinkdeltadelay.25,abs.downlinkdeltadelay.50,abs.uplinkdeltadelay.25,abs.uplinkdeltadelay.50,abs.uplinkdeltadelay.avg,abs.uplinkdeltadelay.75,abs.rtt.min,abs.winratio.max,abs.radiobuffer.min,abs.idletime.50,abs.idletime.75,abs.idletime.max,abs.segmentsizes.max,abs.pushevents.sum,abs.instanttp.min,abs.rtoevents.sum,abs.theoricalmaxtp.avg,transfer.datarate
22724.0,106.0,0.0,0.0,0.0,0.0,0.0,40.0,325120.0,17093736.0,5.0,5.0,663960.0,0.0,682891.0,69504.0,11.0,0.0,160.0,12.8,22.9,22.0,0.0,22.9,1.0,12.8,22.9,0.0,0.0,0.0,0.0,4892.0,47.0,0.5,1.7,0.8,1.0,0.3,0.8,21.0,0.0,0.0,0.0,0.0,10557.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,527.0,12.0,30.0,66.0,12.0,13.0,13.5444837686112,15.0,13.0,0.439459091582555,0.0,0.0,0.0,70.9999999962747,65160.0,24959.0,8e-05,0.0,1083.07940204734,768199.361
10681.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,325120.0,5003541.0,5.0,5.0,427675.0,0.0,381392.0,66608.0,14.0,0.0,160.0,9.7,27.5,19.0,0.0,15.4,1.0,9.7,15.4,0.0,0.0,0.0,0.0,2217.0,45.0,0.5,2.2,0.5,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,4710.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,12.0,201.0,224.0,7.0,9.0,9.25105663567202,11.0,10.0,0.874540701586627,0.0,0.0,0.999999996565748,86.0000000029686,65160.0,10485.0,0.00024,0.0,516.527676695932,499060.973
10834.0,8.0,0.0,3.0,3.0,0.0,1128.0,6.0,325120.0,5126413.0,5.0,5.0,370434.0,7.0,341500.0,21720.0,5.0,0.0,158.0,17.2,76.4,54.6,0.0,34.5,1.0,25.0,34.5,0.0,0.0,0.0,0.0,2231.0,46.5,0.5,1.7,1.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,4847.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,17.0,219.0,244.0,6.0,9.0,9.1950194255143,12.0,25.0,0.434016154305271,0.0,0.0,0.999999996565748,41.9999999940046,65160.0,11586.0,0.00016,0.0,444.927256211943,454934.143
14647.0,32.0,0.0,0.0,0.0,0.0,0.0,112.0,325120.0,14750941.0,5.0,5.0,843360.0,0.0,955887.0,31856.0,5.0,0.0,157.0,13.7,18.4,16.5,0.0,14.6,1.0,13.8,14.6,0.0,0.0,0.0,0.0,3053.0,47.5,0.4,1.4,0.8,1.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,7674.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,115.0,129.0,5.0,7.0,7.57118063281563,9.0,11.0,0.445641972081451,0.0,0.0,0.0,31.9999999992433,65160.0,13779.0,0.00016,0.0,906.56046270798,867610.001
26275.0,118.0,0.0,1.0,1.0,0.0,376.0,19.0,325120.0,15328785.0,5.0,5.0,550731.0,0.0,629955.0,144800.0,23.0,0.0,160.0,12.3,28.9,21.3,0.0,13.6,1.0,12.3,13.6,0.0,0.0,0.0,0.0,4934.0,31.4,0.6,1.5,0.5,1.0,0.2,0.5,804.0,0.0,0.0,0.0,0.0,9881.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1014.0,12.0,18.0,24.0,5.0,7.0,7.48162916547992,9.0,9.0,0.448278051067378,0.0,0.0,0.0,26.9999999945867,65160.0,28920.0,8e-05,0.0,796.225889064502,520068.112
22620.0,30.0,0.0,0.0,0.0,0.0,0.0,32.0,325120.0,17243555.0,5.0,5.0,568336.0,0.0,785815.0,59368.0,9.0,0.0,160.0,10.6,24.8,19.6,0.0,19.1,1.0,10.6,19.1,0.0,0.0,0.0,0.0,4328.0,46.5,0.6,1.4,1.2,1.0,0.4,1.2,480.0,0.0,0.0,0.0,0.0,11868.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,750.0,12.0,56.0,78.0,10.0,12.0,12.7214975486555,14.0,11.0,0.52550689430575,0.0,0.0,0.0,29.9999999988358,79640.0,27567.0,0.00032,0.0,671.176077515391,478276.429
3387.0,26.0,0.0,15.0,37.0,0.0,167420.0,52.0,325120.0,6074537.0,5.0,5.0,304179.0,5.0,777896.0,40544.0,8.0,0.0,155.0,13.7,24.9,22.7,0.0,22.2,1.0,13.7,22.2,0.0,0.0,0.0,0.0,889.0,13.7,0.7,1.6,0.7,1.0,0.3,0.7,70.0,0.0,0.0,0.0,0.0,1610.0,13.0,2.0,0.0,255.1,138.2,28.9,5.0,2.0,199.0,16.0,40.0,75.0,5.0,7.0,13.4875363523058,11.0,13.0,0.430777053793874,0.0,0.0,0.0,4231.99999999633,346476.0,3645.0,8e-05,24.0,461.712630688699,70972.241
12264.0,138.0,0.0,128.0,144.0,0.0,350416.0,137.0,325120.0,9003139.0,5.0,5.0,700758.0,3.0,855156.0,128872.0,29.0,0.0,155.0,10.2,66.1,39.0,24.3,31.8,2.0,10.2,66.1,0.0,0.0,0.0,0.0,1655.0,47.3,1.0,2.1,0.4,1.0,0.2,0.4,2057.0,0.0,0.4,0.4,0.0,11880.0,33.0,2.0,0.0,484.0,29.84,50.86,5.0,0.0,1170.0,17.0,22.0,60.0,6.0,9.0,16.8451565445267,13.0,9.0,0.413330185063513,0.0,0.0,0.0,200.000000004366,50680.0,16698.0,8e-05,11.0,312.397393603937,115826.592
19807.0,166.0,0.0,119.0,120.0,0.0,191136.0,32.0,325120.0,15454376.0,5.0,5.0,717449.0,0.0,689564.0,43440.0,7.0,0.0,160.0,19.0,29.2,24.5,0.0,29.2,1.0,27.8,29.2,0.0,0.0,0.0,0.0,3725.0,42.0,0.6,1.2,0.8,1.0,0.5,0.8,546.0,0.0,0.0,0.0,0.0,14878.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1281.0,18.0,92.0,117.0,4.0,6.0,8.6325938770629,13.0,11.0,0.611382089242711,0.0,0.0,0.0,42.9999999978463,65160.0,28353.0,0.00032,116.0,484.327155867632,357579.501
13229.0,115.0,0.0,0.0,0.0,0.0,0.0,124.0,325120.0,11404063.75,5.0,5.0,516955.0,0.0,701213.75,70952.0,9.0,0.0,155.0,13.1,30.0,24.9,0.0,30.0,1.0,25.4,30.0,0.0,0.0,0.0,0.0,3412.0,46.1,0.5,1.7,0.5,1.0,0.2,0.5,7.0,0.0,0.0,0.0,0.0,9180.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,298.0,16.0,235.0,310.0,4.0,7.0,7.82496607869742,11.0,18.0,0.401715242740153,0.0,0.0,0.0,218.000000000757,65160.0,18821.0,0.00016,0.0,337.783606766777,317868.369
7037.0,19.0,0.0,11.0,11.0,0.0,32032.0,16.0,325120.0,13371290.0,5.0,5.0,470586.0,2.0,1981317.0,40544.0,7.0,0.0,160.0,12.6,19.2,18.2,0.0,17.3,1.0,12.6,17.3,0.0,0.0,0.0,0.0,2184.0,43.9,0.5,1.3,0.4,1.0,0.2,0.4,19.0,0.0,0.0,0.0,0.0,2603.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,50.0,13.0,40.0,58.0,5.0,7.0,21.8546795471071,10.0,11.0,0.447108667235422,0.0,0.0,0.0,2519.00000000023,600920.0,6912.0,8e-05,6.0,760.261858489225,231690.952
20401.0,65.0,0.0,0.0,0.0,0.0,0.0,35.0,325120.0,7114486.0,5.0,5.0,277677.0,0.0,261955.0,40544.0,9.0,0.0,160.0,18.8,26.4,23.7,0.0,26.4,1.0,23.1,26.4,0.0,0.0,0.0,0.0,3630.0,14.6,0.7,0.7,0.4,1.0,0.2,0.4,501.0,0.0,0.0,0.0,0.0,15580.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1427.0,17.0,31.0,42.0,8.0,10.0,10.5855253511627,12.0,21.0,0.423294855216277,0.0,0.0,0.0,26.0000000052969,30408.0,29070.0,8e-05,0.0,335.523921681141,238633.008
222499.0,0.0,0.0,19.0,20.0,0.0,30408.0,16.0,325120.0,24521885.0,5.0,5.0,1049434.0,0.0,1219051.66666667,27512.0,15.0,0.0,160.0,10.3,30.4,21.5,0.0,12.7,1.0,10.3,12.7,0.0,0.0,0.0,0.0,28416.0,76.7,2.9,7.7,0.7,1.0,0.3,0.7,44464.0,0.0,0.0,0.0,0.0,155241.0,3649.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,81643.0,14.0,54.0,82.0,4.0,6.0,6.82770467632904,9.0,11.0,0.517348110148245,0.0,0.0,0.0,976.999999998952,34044283.0,21963.0,0.00024,18.0,1037.8555907354,735754.549
9479.0,56.0,0.0,0.0,4.0,0.0,4.0,80.0,325120.0,5800096.0,5.0,5.0,417076.0,4.0,344440.0,49232.0,11.0,0.0,157.0,10.8,41.6,28.3,0.0,15.1,1.0,10.8,15.1,0.0,0.0,0.0,0.0,1954.0,46.6,0.5,2.1,0.8,1.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,4247.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,11.0,220.0,272.0,4.0,5.0,5.4982628836132,7.0,11.0,0.423127411712988,0.0,0.0,0.999999996565748,31.9999999992433,65160.0,9948.0,8e-05,4.0,432.453559950643,411374.071
10768.0,50.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,9338520.0,5.0,5.0,468922.0,0.0,423078.75,23168.0,5.0,0.0,156.0,11.2,28.8,20.5,0.0,12.7,1.0,11.2,12.7,0.0,0.0,0.0,0.0,2241.0,47.7,0.4,1.5,0.5,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,4612.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,179.0,208.0,4.0,5.0,5.9235286525555,7.0,12.0,0.440270447937438,0.0,0.0,0.999999996565748,33.9999999996508,65160.0,10769.0,8e-05,0.0,490.329977489918,448967.819
22323.0,108.0,0.0,0.0,0.0,0.0,0.0,6.0,325120.0,15047336.6666667,5.0,5.0,523881.0,0.0,859000.0,34752.0,6.0,0.0,160.0,14.4,35.7,26.1,10.8,16.0,2.0,14.4,35.7,0.0,0.0,0.0,0.0,4170.0,41.3,0.5,0.9,0.4,1.0,0.2,0.4,788.0,0.0,0.0,0.0,0.0,10942.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1226.0,15.0,18.0,52.0,6.0,8.0,8.70951245529272,11.0,11.0,0.572777170492614,0.0,0.0,0.0,26.0000000052969,65160.0,27814.0,8e-05,0.0,433.712690171049,293243.67
10444.0,0.0,0.0,36.0,36.0,0.0,69504.0,168.0,325120.0,9059236.25,5.0,5.0,665527.0,10.0,935622.5,17376.0,5.0,0.0,155.0,18.4,94.1,63.2,0.0,32.3,1.0,18.4,32.3,0.0,0.0,0.0,0.0,1687.0,11.1,0.8,0.7,0.5,1.0,0.3,0.5,87.0,0.0,0.0,0.0,0.0,11703.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1688.0,17.0,30.0,53.0,4.0,7.0,9.15440990649482,12.0,13.0,0.469740273394145,0.0,0.0,0.0,1444.99999999971,21720.0,16368.0,8e-05,8.0,237.190118135587,95043.826
22667.0,36.0,0.0,0.0,0.0,0.0,0.0,15.0,325120.0,17772491.0,5.0,5.0,637156.0,0.0,968009.0,26064.0,6.0,0.0,160.0,10.6,26.7,20.5,0.0,14.2,1.0,10.6,14.2,0.0,0.0,0.0,0.0,4824.0,44.9,0.4,0.9,0.6,1.0,0.4,0.6,19.0,0.0,0.0,0.0,0.0,10191.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,845.0,12.0,39.0,88.0,6.0,8.0,8.74794614687783,10.0,11.0,0.448572151517881,0.0,0.0,0.0,16.9999999998254,65160.0,26039.0,8e-05,0.0,801.42051987368,634019.943
14076.0,4.0,0.0,0.0,5.0,0.0,5.0,80.0,325120.0,13298518.75,5.0,5.0,538207.0,1.0,1206138.75,28960.0,7.0,0.0,150.0,23.9,54.1,39.5,0.0,54.1,1.0,35.1,54.1,0.0,0.0,0.0,0.0,3234.0,46.6,0.6,1.8,0.8,1.0,0.4,0.8,14.0,0.0,0.0,0.0,0.0,9451.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,484.0,21.0,215.0,255.0,8.0,11.0,12.5563683304647,16.0,21.0,0.424728308310056,0.0,0.0,0.0,326.999999997497,178104.0,20406.0,8e-05,5.0,304.155936474624,269401.347
318331.0,0.0,0.0,18.0,99.0,0.0,178104.0,16.0,325120.0,10210631.6666667,5.0,5.0,1060559.0,0.0,1169398.33333333,30408.0,7.0,0.0,180.0,10.7,19.4,16.6,0.0,13.8,1.0,10.7,13.8,0.0,0.0,0.0,0.0,27953.0,85.8,4.1,6.7,0.9,1.0,0.6,0.9,63700.0,0.0,0.6,0.5,0.1,206424.0,6907.0,4.0,0.0,135.6,30.96,11.0,5.0,6.0,123994.0,16.0,66.0,88.0,6.0,9.0,9.49228455484825,12.0,10.0,0.438926787629099,0.0,0.0,0.0,25.9999999980209,1402096.0,18188.0,8e-05,53.0,1197.66429071672,931873.501
198928.0,0.0,0.0,68.0,68.0,0.0,112398.0,16.0,325120.0,17520365.0,5.0,5.0,843387.5,0.0,1195905.0,43440.0,20.0,0.0,155.0,13.1,19.1,16.1,0.0,19.1,1.0,13.2,19.1,0.0,0.0,0.0,0.0,20390.0,91.7,3.0,9.5,0.4,1.0,0.2,0.4,40973.0,0.0,0.0,0.0,0.0,134082.0,3477.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,71629.0,15.0,139.0,157.0,27.0,29.0,30.2242210099359,33.0,10.0,0.653907789481092,0.0,0.0,0.0,85.0000000064028,1831816.0,20664.0,8e-05,34.0,693.905709917744,562175.667
6460.0,58.0,0.0,32.0,32.0,0.0,71658.0,93.0,325120.0,1304723.0,5.0,5.0,128849.0,12.0,119512.0,17251.0,5.0,0.0,155.0,12.4,163.5,87.9,28.5,16.7,2.0,12.4,19.4,0.0,0.0,0.0,0.0,1379.0,6.2,0.6,0.6,0.6,1.0,0.2,0.6,78.0,0.0,0.0,0.0,0.0,3471.0,29.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,345.0,18.0,6.0,77.0,33.0,36.0,39.5612172682236,40.0,12.0,0.260567918771044,0.0,0.0,1.00000000384171,243.999999998778,6635.0,6693.0,8e-05,26.0,66.43128509174,19153.843
16817.0,59.0,0.0,3.0,4.0,0.0,2576.0,11.0,325120.0,8182645.0,5.0,5.0,601327.5,8.0,516092.5,44888.0,12.0,0.0,155.0,13.4,96.6,60.1,0.0,23.6,1.0,13.4,23.6,0.0,0.0,0.0,0.0,3179.0,12.6,0.8,0.7,0.9,1.0,0.3,0.9,280.0,0.0,0.0,0.0,0.0,14505.0,25.0,1.0,0.0,133.4,26.68,0.0,5.0,0.0,1441.0,17.0,45.0,76.0,4.0,6.0,8.35404858299595,12.0,14.0,0.521051823639334,0.0,0.0,0.0,36.0000000000582,33304.0,25280.0,8e-05,0.0,341.350748293345,229306.617
18594.0,77.0,0.0,16.0,17.0,0.0,43440.0,39.0,325120.0,3360299.0,5.0,5.0,202375.0,9.0,206380.0,24616.0,8.0,0.0,155.0,14.9,157.7,82.8,75.5,42.6,2.0,14.9,42.6,0.0,0.0,0.0,0.0,3555.0,43.6,0.7,0.9,0.6,1.0,0.3,0.6,194.0,0.0,0.0,0.0,0.0,8760.0,28.0,2.0,0.0,126.8,42.22,9.62,5.0,5.0,548.0,12.0,6.0,9.0,6.0,7.0,8.70542309311493,10.0,10.0,0.669620239343117,0.0,0.0,0.0,76.9999999974971,27512.0,22509.0,8e-05,9.0,384.135932106545,229546.21
7034.0,0.0,0.0,150.0,166.0,0.0,559994.0,97.0,325120.0,3482053.0,5.0,5.0,342032.0,1.0,926752.0,21232.0,7.0,0.0,160.0,12.8,26.8,20.0,0.0,13.8,1.0,12.8,13.8,0.0,0.0,0.0,0.0,984.0,42.6,0.6,1.6,0.8,1.0,0.2,0.8,343.0,0.0,0.0,0.0,0.0,4361.0,62.0,2.0,1.0,142.9,125.48,16.82,5.0,4.0,1526.0,15.0,10.0,106.0,4.0,7.0,11.2884300229433,11.0,11.0,0.371533985743286,0.0,0.0,0.999999996565748,201.000000000931,23886.0,6803.0,0.00016,71.0,120.360297305769,26124.433
16109.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,325120.0,13610837.0,5.0,5.0,627210.0,1.0,698654.0,21720.0,7.0,0.0,165.0,24.3,33.6,29.8,0.0,26.3,1.0,25.3,26.3,0.0,0.0,0.0,0.0,3340.0,42.9,0.3,0.9,0.8,1.0,0.6,0.8,11.0,0.0,0.0,0.0,0.0,8094.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,354.0,17.0,100.0,126.0,7.0,10.0,10.3460004199034,12.0,20.0,0.467012539321411,0.0,0.0,0.0,196.000000003551,65160.0,19131.0,8e-05,0.0,651.175315663551,488774.365
13119.0,32.0,0.0,0.0,0.0,0.0,0.0,54.0,325120.0,7486714.0,5.0,5.0,497588.0,1.0,491508.0,27512.0,8.0,0.0,157.0,10.7,32.2,22.9,0.0,13.6,1.0,10.7,13.6,0.0,0.0,0.0,0.0,2674.0,43.7,0.4,1.2,0.6,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,5049.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,153.0,168.0,4.0,5.0,5.9326601174469,8.0,10.0,1.07469613306893,0.0,0.0,0.999999996565748,31.0000000026776,65160.0,11136.0,8e-05,0.0,705.528023716781,690663.751
19911.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,325120.0,15476898.0,5.0,5.0,617172.0,0.0,829221.0,53576.0,9.0,0.0,160.0,0.0,28.8,21.2,0.0,14.3,1.0,0.0,14.3,0.0,0.0,2.0,2012.1,4152.0,37.3,0.5,1.3,1.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,12401.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,508.0,14.0,56.0,76.0,9.0,11.0,12.0991597696447,14.0,12.0,0.424786506244045,0.0,0.0,0.0,88.000000003376,65160.0,25006.0,8e-05,0.0,826.04860150467,625522.648
4111.0,4.0,0.0,178.0,183.0,0.0,359011.0,75.0,325120.0,1050182.0,5.0,5.0,118128.0,11.0,106123.0,89776.0,32.0,0.0,140.0,43.1,167.2,117.0,0.0,167.2,1.0,43.1,167.2,0.0,0.0,0.0,0.0,832.0,10.2,1.9,2.0,1.3,1.0,0.9,1.3,75.0,0.0,0.3,0.3,0.0,803.0,14.0,1.0,0.0,116.9,33.38,25.94,7.0,2.0,196.0,24.0,50.0,84.0,8.0,11.0,25.6865069356873,19.0,14.0,0.296944878729958,0.0,0.0,0.0,1851.99999999895,8688.0,3447.0,0.00024,78.0,57.500759663658,11576.919
10727.0,76.0,0.0,38.0,39.0,0.0,147600.0,54.0,325120.0,11588240.0,5.0,5.0,543760.0,1.0,709996.0,44888.0,9.0,0.0,155.0,10.9,29.3,25.6,0.0,21.9,1.0,10.9,21.9,0.0,0.0,0.0,0.0,2688.0,43.5,0.5,1.2,0.5,1.0,0.3,0.5,32.0,0.0,0.0,0.0,0.0,6280.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,328.0,14.0,268.0,338.0,4.0,6.0,7.73776474811535,9.0,11.0,0.436779560011298,0.0,0.0,0.0,213.000000003376,1332712.0,13761.0,8e-05,21.0,332.602059292427,300042.625
12995.0,215.0,0.0,0.0,3.0,0.0,3.0,80.0,325120.0,10235213.0,5.0,5.0,440852.0,5.0,469155.0,31856.0,11.0,0.0,155.0,10.6,79.7,44.6,34.1,14.9,2.0,10.6,79.7,0.0,0.0,0.0,0.0,2986.0,43.8,0.5,1.2,0.4,1.0,0.1,0.4,6.0,0.0,0.0,0.0,0.0,7167.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,153.0,13.0,116.0,163.0,4.0,6.0,7.19796526054591,9.0,10.0,0.648373364364115,0.0,0.0,0.0,42.0000000012806,65160.0,15886.0,8e-05,3.0,456.262176020803,378953.142
10404.0,5.0,0.0,0.0,4.0,0.0,4.0,16.0,325120.0,4959859.0,5.0,5.0,393909.0,4.0,348803.0,15928.0,5.0,0.0,160.0,25.4,37.2,31.9,0.0,34.2,1.0,25.4,34.2,0.0,0.0,0.0,0.0,2176.0,45.6,0.4,1.5,0.4,1.0,0.2,0.4,12.0,0.0,0.0,0.0,0.0,4036.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,19.0,15.0,166.0,201.0,5.0,8.0,8.47738276386776,10.0,20.0,0.548067817324508,0.0,0.0,0.999999996565748,304.000000003725,65160.0,9587.0,8e-05,4.0,532.773365165298,489683.976
24022.0,204.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,16565410.0,5.0,5.0,621742.0,0.0,825539.0,70952.0,11.0,0.0,155.0,11.6,57.7,30.4,24.1,13.6,2.0,12.1,57.7,0.0,0.0,0.0,0.0,5158.0,46.7,0.5,1.2,0.3,1.0,0.2,0.3,12.0,0.0,0.0,0.0,0.0,12491.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,534.0,12.0,70.0,86.0,21.0,23.0,23.6359487789363,25.0,12.0,0.417569498267706,0.0,0.0,0.0,30.0000000061118,65160.0,27217.0,8e-05,0.0,1043.39998833442,856765.193
13120.0,105.0,0.0,0.0,0.0,0.0,0.0,26.0,325120.0,13352513.0,5.0,5.0,433071.0,0.0,511795.0,43440.0,8.0,0.0,155.0,14.6,34.0,32.0,0.0,34.0,1.0,28.5,34.0,0.0,0.0,0.0,0.0,3280.0,47.3,0.5,1.8,0.7,1.0,0.4,0.7,5.0,0.0,0.0,0.0,0.0,7422.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,317.0,13.0,250.0,289.0,4.0,6.0,6.27998813819009,7.0,19.0,0.553237768637806,0.0,0.0,0.0,12.9999999990105,63712.0,17414.0,8e-05,0.0,313.823129167726,280950.336
13517.0,0.0,0.0,230.0,230.0,0.0,613328.0,62.0,325120.0,13481937.0,5.0,5.0,640897.0,0.0,876388.0,47784.0,9.0,0.0,156.0,16.0,38.4,27.2,0.0,38.4,1.0,25.8,38.4,0.0,0.0,0.0,0.0,3308.0,48.1,0.4,1.4,0.6,1.0,0.2,0.6,62.0,0.0,0.0,0.0,0.0,8244.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,713.0,14.0,150.0,215.0,5.0,6.0,7.61592704024069,9.0,12.0,0.494199004084956,0.0,0.0,0.0,156.999999999243,65160.0,17801.0,8e-05,55.0,421.25715071536,341787.552
14788.0,141.0,0.0,0.0,0.0,0.0,0.0,16.0,325120.0,16366061.0,5.0,5.0,661592.0,2.0,1077751.0,37648.0,11.0,0.0,160.0,22.4,46.9,38.2,0.0,30.0,1.0,23.1,30.0,0.0,0.0,0.0,0.0,3320.0,47.6,0.5,2.3,0.5,1.0,0.2,0.5,11.0,0.0,0.0,0.0,0.0,7156.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,377.0,12.0,178.75,211.0,5.0,6.0,8.20393883225208,9.0,22.0,0.448368083139819,0.0,0.0,0.0,25.0000000014552,65160.0,17249.0,8e-05,0.0,541.186208724639,466273.333
11597.0,8.0,0.0,0.0,0.0,0.0,0.0,47.0,325120.0,5486821.0,5.0,5.0,396976.0,5.0,387798.0,34752.0,12.0,0.0,160.0,16.7,37.2,27.9,0.0,21.0,1.0,16.7,21.0,0.0,0.0,0.0,0.0,2404.0,47.5,0.4,1.6,0.6,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,12.0,168.0,200.0,4.0,6.0,8.88605182926829,9.0,12.0,0.752022712985851,0.0,0.0,0.999999996565748,44.9999999982538,65160.0,10519.0,8e-05,0.0,604.613143413946,572618.829
12007.0,99.0,0.0,0.0,0.0,0.0,0.0,332.0,325120.0,7254111.0,5.0,5.0,968098.0,2.0,993329.0,33175.0,7.0,0.0,155.0,11.6,25.0,18.3,0.0,12.3,1.0,11.6,12.3,0.0,0.0,0.0,0.0,2070.0,42.1,0.7,1.1,0.8,1.0,0.2,0.8,73.0,0.0,0.0,0.0,0.0,8351.0,61.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2621.0,15.0,209.0,351.0,3.0,5.0,5.84266823391125,8.0,12.0,0.58971550291245,0.0,0.0,0.0,31.0000000026776,9289.0,13420.0,0.00016,0.0,75.9190161360978,48087.417
59262.0,2.0,0.0,498.0,578.0,0.0,1613409.0,2.0,326383.0,9508972.5,5.0,5.0,270044.0,7.0,559979.375,14480.0,5.0,0.0,155.0,28.6,95.7,68.0,0.0,42.1,1.0,39.4,42.1,0.0,0.0,0.0,0.0,8249.0,69.0,11.4,13.8,0.9,3.0,0.5,31.7,12321.0,0.0,24.8,16.8,11.7,34489.0,482.0,4.0,0.0,409.2,183.8,99.0,10.0,2.0,14766.0,20.0,34.0,48.0,15.0,17.0,26.0293621916635,20.0,12.0,0.646643915568125,0.0,0.0,0.0,276.999999994587,344474.0,19682.0,8e-05,323.0,475.309822489078,189911.237
169879.0,0.0,0.0,924.0,926.0,0.0,1946080.0,16.0,325120.0,12947351.6666667,5.0,5.0,1091594.0,0.0,1306386.66666667,31856.0,17.0,0.0,157.0,12.6,26.4,19.5,0.0,26.4,1.0,19.7,26.4,0.0,0.0,0.0,0.0,13035.0,167.7,14.4,33.5,1.1,1.0,0.3,1.1,36372.0,0.0,0.0,0.0,0.0,105804.0,3322.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,63020.0,100.0,79.0,135.0,11.0,20.0,63.8436559076509,95.0,11.0,0.436520862264986,0.0,0.0,0.0,275.999999998021,537200.0,10598.0,0.00016,486.0,613.123161450189,425893.677
